image,text
../../datasets/Styles/style0/A skateboarder balances on the edge of a stone wall.jpg,A skateboarder balances on the edge of a stone wall
../../datasets/Styles/style0/a bicycle at the end of a hallway.jpg,a bicycle at the end of a hallway
../../datasets/Styles/style0/A group of giraffes stand under some trees.jpg,A group of giraffes stand under some trees
../../datasets/Styles/style0/a try that has some fries and a hot dog on it.jpg,a try that has some fries and a hot dog on it
../../datasets/Styles/style0/Man wearing a santa hat sitting on a bus.jpg,Man wearing a santa hat sitting on a bus
../../datasets/Styles/style0/A bathroom with a toilet and shower on the side.jpg,A bathroom with a toilet and shower on the side
../../datasets/Styles/style0/A yellow pensky moving truck sitting in a parking lot.jpg,A yellow pensky moving truck sitting in a parking lot
../../datasets/Styles/style0/A herd of zebras gather around what appears to be a dish of water in a grassy field.jpg,A herd of zebras gather around what appears to be a dish of water in a grassy field
../../datasets/Styles/style0/Three people walking down a snowy road with skis.jpg,Three people walking down a snowy road with skis
../../datasets/Styles/style0/A baseball game is underway as the batter takes a powerful swing.jpg,A baseball game is underway as the batter takes a powerful swing
../../datasets/Styles/style0/A display of different wines in many wine glasses.jpg,A display of different wines in many wine glasses
../../datasets/Styles/style0/An elephant tries to reach food outside its bare paddock.jpg,An elephant tries to reach food outside its bare paddock
../../datasets/Styles/style0/A blue snowboard set up on a stand with other snowboards.jpg,A blue snowboard set up on a stand with other snowboards
../../datasets/Styles/style0/A man flying through the air while riding a skateboard.jpg,A man flying through the air while riding a skateboard
../../datasets/Styles/style0/A man getting ready to eat a pizza.jpg,A man getting ready to eat a pizza
../../datasets/Styles/style0/A  person sits down to their meal of a sandwich on a croissant with a side of french fries.jpg,A  person sits down to their meal of a sandwich on a croissant with a side of french fries
../../datasets/Styles/style0/Objects neatly aligned on the floor in rows.jpg,Objects neatly aligned on the floor in rows
../../datasets/Styles/style0/Children in baseball uniforms running across the grass.jpg,Children in baseball uniforms running across the grass
../../datasets/Styles/style0/A city street with an pedestrian bridge in the background.jpg,A city street with an pedestrian bridge in the background
../../datasets/Styles/style0/A pile of apples that have some words in a foreign language on them.jpg,A pile of apples that have some words in a foreign language on them
../../datasets/Styles/style0/Motorcycles with passengers pass by the city bus.jpg,Motorcycles with passengers pass by the city bus
../../datasets/Styles/style0/A man takes a photo of himself in front of the stop sign.jpg,A man takes a photo of himself in front of the stop sign
../../datasets/Styles/style0/An elephant carrying some people through some foggy woods.jpg,An elephant carrying some people through some foggy woods
../../datasets/Styles/style0/A woman in white holds a stuffed teddy bear and sits on one side of a table while on the  other side of the table a woman and a little girl look at it.jpg,A woman in white holds a stuffed teddy bear and sits on one side of a table while on the  other side of the table a woman and a little girl look at it
../../datasets/Styles/style0/a number of people in a kitchen.jpg,a number of people in a kitchen
../../datasets/Styles/style0/a man and a woman smile and pose for a picture.jpg,a man and a woman smile and pose for a picture
../../datasets/Styles/style0/A cake with white frosting with a huge chocolate tennis show on top.jpg,A cake with white frosting with a huge chocolate tennis show on top
../../datasets/Styles/style0/A few people are getting of a plane.jpg,A few people are getting of a plane
../../datasets/Styles/style0/Multiple cars parked near a stop light at an intersection.jpg,Multiple cars parked near a stop light at an intersection
../../datasets/Styles/style0/OLD BLACK AND WHITE PHOTO OF HORSE AND BUGGY IN BUSY TOWN.jpg,OLD BLACK AND WHITE PHOTO OF HORSE AND BUGGY IN BUSY TOWN
../../datasets/Styles/style0/a small black bird is standing on a chair.jpg,a small black bird is standing on a chair
../../datasets/Styles/style0/A man in grass that is flying a kite.jpg,A man in grass that is flying a kite
../../datasets/Styles/style0/Group of lounge chairs and umbrella with pink sky background.jpg,Group of lounge chairs and umbrella with pink sky background
../../datasets/Styles/style0/a person jumping a skate board into the air.jpg,a person jumping a skate board into the air
../../datasets/Styles/style0/A black bear is sniffing around some grass.jpg,A black bear is sniffing around some grass
../../datasets/Styles/style0/The contents of the refrigerator appears to be beer.jpg,The contents of the refrigerator appears to be beer
../../datasets/Styles/style0/A table full of different types of breakfast foods.jpg,A table full of different types of breakfast foods
../../datasets/Styles/style0/a person holding a drink and a bat in a field.jpg,a person holding a drink and a bat in a field
../../datasets/Styles/style0/An old historic looking building in the middle of a town that appears to be a foreign country.jpg,An old historic looking building in the middle of a town that appears to be a foreign country
../../datasets/Styles/style0/A photograph of an outside with numerous things in the scene.jpg,A photograph of an outside with numerous things in the scene
../../datasets/Styles/style0/A woman holding a plate of sandwiches wrapped in foil cut open.jpg,A woman holding a plate of sandwiches wrapped in foil cut open
../../datasets/Styles/style0/Two people in a room surrounded by balloons.jpg,Two people in a room surrounded by balloons
../../datasets/Styles/style0/Workers and an automated conveyor belt processing potatoes.jpg,Workers and an automated conveyor belt processing potatoes
../../datasets/Styles/style0/Three geese browse on a lawn next to a lake.jpg,Three geese browse on a lawn next to a lake
../../datasets/Styles/style0/A woman riding a bike down a street.jpg,A woman riding a bike down a street
../../datasets/Styles/style0/A baseball player swinging a baseball bat at a ball during a game.jpg,A baseball player swinging a baseball bat at a ball during a game
../../datasets/Styles/style0/Donuts in various stages from done to just being put on to fry.jpg,Donuts in various stages from done to just being put on to fry
../../datasets/Styles/style0/A cat sitting on a couch arm next to a remote control.jpg,A cat sitting on a couch arm next to a remote control
../../datasets/Styles/style0/Purple and white roses in an artistic glass vase.jpg,Purple and white roses in an artistic glass vase
../../datasets/Styles/style0/A bathroom sink in a public bathroom.jpg,A bathroom sink in a public bathroom
../../datasets/Styles/style0/A man talking on his cell phone in the park.jpg,A man talking on his cell phone in the park
../../datasets/Styles/style0/There is a lot of snow with people skiing.jpg,There is a lot of snow with people skiing
../../datasets/Styles/style0/Two women are rollerblading in front of some buses.jpg,Two women are rollerblading in front of some buses
../../datasets/Styles/style0/A boy skateboards in an area covered in graffiti.jpg,A boy skateboards in an area covered in graffiti
../../datasets/Styles/style0/a airplane view of a big factory some people and cars.jpg,a airplane view of a big factory some people and cars
../../datasets/Styles/style0/Several people in the ocean water on surfboards.jpg,Several people in the ocean water on surfboards
../../datasets/Styles/style0/a group of bikes parked by a post next to people on a bench.jpg,a group of bikes parked by a post next to people on a bench
../../datasets/Styles/style0/some guys standing by a fence to take a picture.jpg,some guys standing by a fence to take a picture
../../datasets/Styles/style0/A man swinging at a baseball with a baseball bat.jpg,A man swinging at a baseball with a baseball bat
../../datasets/Styles/style0/A black and brown dog in a window next to a chair.jpg,A black and brown dog in a window next to a chair
../../datasets/Styles/style0/A man sitting on a wooden bench next to a  dog.jpg,A man sitting on a wooden bench next to a  dog
"../../datasets/Styles/style0/A FAMILY WITH A DAD, DAUGTHER , AND SON POSING AT A SNOW RESORT.jpg","A FAMILY WITH A DAD, DAUGTHER , AND SON POSING AT A SNOW RESORT"
../../datasets/Styles/style0/A woman holding a tennis racket getting ready to hit a tennis ball.jpg,A woman holding a tennis racket getting ready to hit a tennis ball
../../datasets/Styles/style0/A metal blender sitting next to a red plastic bowl.jpg,A metal blender sitting next to a red plastic bowl
../../datasets/Styles/style0/A group of people sitting around each other in a room.jpg,A group of people sitting around each other in a room
../../datasets/Styles/style0/A man standing beside a basket of tennis balls.jpg,A man standing beside a basket of tennis balls
../../datasets/Styles/style0/A salad with dressing is on a white plate.jpg,A salad with dressing is on a white plate
"../../datasets/Styles/style0/A clean bathroom with a vanity, bidet, and toilet.jpg","A clean bathroom with a vanity, bidet, and toilet"
../../datasets/Styles/style0/A horse A large green double decker bus with a horse in front of it.jpg,A horse A large green double decker bus with a horse in front of it
../../datasets/Styles/style0/A bunch of broccoli sitting next to other bunches of broccoli.jpg,A bunch of broccoli sitting next to other bunches of broccoli
../../datasets/Styles/style0/THERE IS A MAN THAT IS LOOKING AT THINGS ON A TABLE.jpg,THERE IS A MAN THAT IS LOOKING AT THINGS ON A TABLE
../../datasets/Styles/style0/a bath room with a sink and a mirror.jpg,a bath room with a sink and a mirror
../../datasets/Styles/style0/The people are riding in a horse and carriage that is driven by a man in a top hat.jpg,The people are riding in a horse and carriage that is driven by a man in a top hat
../../datasets/Styles/style0/Two people are flying kites upon a beach.jpg,Two people are flying kites upon a beach
../../datasets/Styles/style0/A brown horse standing next to a stone wall near a mountain.jpg,A brown horse standing next to a stone wall near a mountain
../../datasets/Styles/style0/A close up of a plate of food containing french fries and bread.jpg,A close up of a plate of food containing french fries and bread
../../datasets/Styles/style0/A herd of sheep standing next to a brick building.jpg,A herd of sheep standing next to a brick building
../../datasets/Styles/style0/A large number of people sit on the beach under umbrellas.jpg,A large number of people sit on the beach under umbrellas
../../datasets/Styles/style0/a bunch of sheep are in a grassy field.jpg,a bunch of sheep are in a grassy field
../../datasets/Styles/style0/A group of friends celebrate a birthday with a cake filled with lit candles.jpg,A group of friends celebrate a birthday with a cake filled with lit candles
../../datasets/Styles/style0/The city buses are parked together in the parking lot.jpg,The city buses are parked together in the parking lot
../../datasets/Styles/style0/A yellow bedroom with a view of outside.jpg,A yellow bedroom with a view of outside
../../datasets/Styles/style0/Three men playing Frisbee in a grassy park.jpg,Three men playing Frisbee in a grassy park
../../datasets/Styles/style0/A man with a wet suit on riding on a surfboard.jpg,A man with a wet suit on riding on a surfboard
../../datasets/Styles/style0/Two air planes on top of a grassy field.jpg,Two air planes on top of a grassy field
../../datasets/Styles/style0/Man hitting a tennis ball back to someone else.jpg,Man hitting a tennis ball back to someone else
../../datasets/Styles/style0/A miniature green plane parked next to a building.jpg,A miniature green plane parked next to a building
../../datasets/Styles/style0/a ball flying over  the head of a pitcher.jpg,a ball flying over  the head of a pitcher
../../datasets/Styles/style0/A woman sitting next to another woman at a table with a baby.jpg,A woman sitting next to another woman at a table with a baby
../../datasets/Styles/style0/a street with cars and trucks lined up on it.jpg,a street with cars and trucks lined up on it
../../datasets/Styles/style0/A dog pulling on a towel while standing on a sidewalk.jpg,A dog pulling on a towel while standing on a sidewalk
../../datasets/Styles/style0/THIS IS A BLACK AND WHITE PHOTO OF A MAN MAKING A GOOFY FACE.jpg,THIS IS A BLACK AND WHITE PHOTO OF A MAN MAKING A GOOFY FACE
../../datasets/Styles/style0/A tall giraffe easily reaches the high grassy area.jpg,A tall giraffe easily reaches the high grassy area
../../datasets/Styles/style0/Two men standing next to each other at a press conference.jpg,Two men standing next to each other at a press conference
../../datasets/Styles/style0/A very young girl and boy dancing in socks.jpg,A very young girl and boy dancing in socks
../../datasets/Styles/style0/A picture of a large apple and walnut pie on a plate.jpg,A picture of a large apple and walnut pie on a plate
../../datasets/Styles/style0/I wonder what is in the backpack behind him.jpg,I wonder what is in the backpack behind him
../../datasets/Styles/style0/A couple of cats sitting next to each other in a bathroom.jpg,A couple of cats sitting next to each other in a bathroom
../../datasets/Styles/style0/A person holding a fork and knife on a plate.jpg,A person holding a fork and knife on a plate
../../datasets/Styles/style0/A long sandwich on a table on a bag.jpg,A long sandwich on a table on a bag
../../datasets/Styles/style0/Two adults and child at park bench playing with pigeons.jpg,Two adults and child at park bench playing with pigeons
"../../datasets/Styles/style0/Man standing by a table with two women, luggage, and a luggage cart at fence.jpg","Man standing by a table with two women, luggage, and a luggage cart at fence"
../../datasets/Styles/style0/A man in plaid shirt eating a slice of pizza.jpg,A man in plaid shirt eating a slice of pizza
../../datasets/Styles/style0/a little boy laying on a bed with a cute bedspread covered with boats.jpg,a little boy laying on a bed with a cute bedspread covered with boats
../../datasets/Styles/style0/Three drowsy cats are laying down on a bed.jpg,Three drowsy cats are laying down on a bed
../../datasets/Styles/style0/a kitchen with tan counters wooden floors and a desk.jpg,a kitchen with tan counters wooden floors and a desk
../../datasets/Styles/style0/A tablet sitting in front of a typewriter with an lcd screen.jpg,A tablet sitting in front of a typewriter with an lcd screen
../../datasets/Styles/style0/A truck drives on a road while a man stands on tracks.jpg,A truck drives on a road while a man stands on tracks
../../datasets/Styles/style0/a potted plant sitting on a window sill.jpg,a potted plant sitting on a window sill
../../datasets/Styles/style0/A bedroom of a royal nature with crystal chandlier.jpg,A bedroom of a royal nature with crystal chandlier
../../datasets/Styles/style0/a large sign is hanging on a building.jpg,a large sign is hanging on a building
../../datasets/Styles/style0/A large group of business men in suits are talking.jpg,A large group of business men in suits are talking
../../datasets/Styles/style0/A couch and a chair in front of a TV in a living room.jpg,A couch and a chair in front of a TV in a living room
../../datasets/Styles/style0/A skateboarder airborne with trees in the background.jpg,A skateboarder airborne with trees in the background
../../datasets/Styles/style0/A pizza sitting on top of a large board.jpg,A pizza sitting on top of a large board
../../datasets/Styles/style0/a close up of someone siting next to a person operating a laptop.jpg,a close up of someone siting next to a person operating a laptop
../../datasets/Styles/style0/A wooden bench sitting in grass under a tree.jpg,A wooden bench sitting in grass under a tree
../../datasets/Styles/style0/Busy stadium with many people outside near vendor trucks.jpg,Busy stadium with many people outside near vendor trucks
../../datasets/Styles/style0/A square piece of vegetable pizza is on a cutting board.jpg,A square piece of vegetable pizza is on a cutting board
../../datasets/Styles/style0/A giraffe who is standing by itself in an enclosure.jpg,A giraffe who is standing by itself in an enclosure
../../datasets/Styles/style0/A woman looking in the mirror with a TV screen coming out.jpg,A woman looking in the mirror with a TV screen coming out
../../datasets/Styles/style0/A structure with many metal pairs of scissors.jpg,A structure with many metal pairs of scissors
../../datasets/Styles/style0/Several men working together to cook fish in a cabin.jpg,Several men working together to cook fish in a cabin
../../datasets/Styles/style0/A group of giraffes that are standing in the grass.jpg,A group of giraffes that are standing in the grass
../../datasets/Styles/style0/A woman riding a surf board in the ocean while wearing a bikini.jpg,A woman riding a surf board in the ocean while wearing a bikini
../../datasets/Styles/style0/Person laying down underneath a blue umbrella next to the beach.jpg,Person laying down underneath a blue umbrella next to the beach
../../datasets/Styles/style0/A passenger train travels on a bridge with buildings below.jpg,A passenger train travels on a bridge with buildings below
../../datasets/Styles/style0/It is night and  a bus is parked outside of a building either letting people on or off.jpg,It is night and  a bus is parked outside of a building either letting people on or off
../../datasets/Styles/style0/An empty living room with a brown sofa and love seat near a brick fire place.jpg,An empty living room with a brown sofa and love seat near a brick fire place
../../datasets/Styles/style0/A cat stares up besides the home entrance.jpg,A cat stares up besides the home entrance
../../datasets/Styles/style0/A living room filled with furniture and a fire place.jpg,A living room filled with furniture and a fire place
../../datasets/Styles/style0/A grassy field is filled with flying kites.jpg,A grassy field is filled with flying kites
../../datasets/Styles/style0/The woman in a bikini paddleboards toward the city.jpg,The woman in a bikini paddleboards toward the city
../../datasets/Styles/style0/a man rides a skate board down a street.jpg,a man rides a skate board down a street
../../datasets/Styles/style0/a man that has a kite that is laying on the ground.jpg,a man that has a kite that is laying on the ground
../../datasets/Styles/style0/A clock that is sitting on a pole.jpg,A clock that is sitting on a pole
../../datasets/Styles/style0/A horse standing along side of a river.jpg,A horse standing along side of a river
../../datasets/Styles/style0/A dog sitting on a boat behind the sail.jpg,A dog sitting on a boat behind the sail
../../datasets/Styles/style0/this is a man riding a bike in the street.jpg,this is a man riding a bike in the street
"../../datasets/Styles/style0/A takeout box of salmon, mashed potatoes, and broccoli.jpg","A takeout box of salmon, mashed potatoes, and broccoli"
../../datasets/Styles/style0/A person with an umbrella walking past a cross walk.jpg,A person with an umbrella walking past a cross walk
../../datasets/Styles/style0/A small bathroom with a sink and a toilet.jpg,A small bathroom with a sink and a toilet
../../datasets/Styles/style0/A display with teddy bears and other toys.jpg,A display with teddy bears and other toys
../../datasets/Styles/style0/Man skiing down a slope at the start zone.jpg,Man skiing down a slope at the start zone
../../datasets/Styles/style0/a woman is wearing a blue shirt  and eating a donut.jpg,a woman is wearing a blue shirt  and eating a donut
../../datasets/Styles/style0/A woman sitting at a table near some other people.jpg,A woman sitting at a table near some other people
"../../datasets/Styles/style0/STOP LIGHT WITH THE RED LIGHT LIT, AND AN ARROW SIGN.jpg","STOP LIGHT WITH THE RED LIGHT LIT, AND AN ARROW SIGN"
../../datasets/Styles/style0/A baseball players slides into home plate as another tries to get him out.jpg,A baseball players slides into home plate as another tries to get him out
../../datasets/Styles/style0/three piece stone bench in the middle of a park.jpg,three piece stone bench in the middle of a park
../../datasets/Styles/style0/A laptop sitting on  a tray on a tiled floor.jpg,A laptop sitting on  a tray on a tiled floor
../../datasets/Styles/style0/A man flying a kite at the beach.jpg,A man flying a kite at the beach
../../datasets/Styles/style0/a touching a kite that is part of a big display of kites.jpg,a touching a kite that is part of a big display of kites
../../datasets/Styles/style0/Two brown birds rest together on the ground.jpg,Two brown birds rest together on the ground
../../datasets/Styles/style0/A elephant walking through a tree filled park.jpg,A elephant walking through a tree filled park
../../datasets/Styles/style0/A young man doing tricks on a skateboard.jpg,A young man doing tricks on a skateboard
../../datasets/Styles/style0/there is a white and blue sign in the street with a arrow on it.jpg,there is a white and blue sign in the street with a arrow on it
../../datasets/Styles/style0/A young man with a mohawk jumps up to catch a flying disc.jpg,A young man with a mohawk jumps up to catch a flying disc
../../datasets/Styles/style0/Two cows standing on a sandy area while eating blades of grass.jpg,Two cows standing on a sandy area while eating blades of grass
../../datasets/Styles/style0/Giraffes out in the wilderness on a sunny day.jpg,Giraffes out in the wilderness on a sunny day
../../datasets/Styles/style0/A white bathroom with a white tiled floor.jpg,A white bathroom with a white tiled floor
../../datasets/Styles/style0/A red double-decker bus traveling past historic buildings in London.jpg,A red double-decker bus traveling past historic buildings in London
../../datasets/Styles/style0/A dog is sleeping on the floor in front of a TV.jpg,A dog is sleeping on the floor in front of a TV
../../datasets/Styles/style0/A airplane that is sitting on a runway.jpg,A airplane that is sitting on a runway
../../datasets/Styles/style0/A single engine airplane is pulling a glider through the air.jpg,A single engine airplane is pulling a glider through the air
../../datasets/Styles/style0/A woman sitting on the ground petting a animal.jpg,A woman sitting on the ground petting a animal
../../datasets/Styles/style0/A pair of scissors on a table with play money.jpg,A pair of scissors on a table with play money
../../datasets/Styles/style0/There are some peeled bananas laying on a cutting board.jpg,There are some peeled bananas laying on a cutting board
../../datasets/Styles/style0/A Giraffe standing next to a tree at the zoo.jpg,A Giraffe standing next to a tree at the zoo
../../datasets/Styles/style0/A woman holding a bottle of water and a tennis racquet.jpg,A woman holding a bottle of water and a tennis racquet
../../datasets/Styles/style0/Three open laptop computers sitting side by side.jpg,Three open laptop computers sitting side by side
../../datasets/Styles/style0/a waterway in venice italy and a gondola coming down it with a dog on it.jpg,a waterway in venice italy and a gondola coming down it with a dog on it
../../datasets/Styles/style0/a couple doughnuts are on some white plate.jpg,a couple doughnuts are on some white plate
../../datasets/Styles/style0/Two children playing Wii while adults look on.jpg,Two children playing Wii while adults look on
../../datasets/Styles/style0/Desktop computer and laptop sitting on top of a kitchen counter.jpg,Desktop computer and laptop sitting on top of a kitchen counter
../../datasets/Styles/style0/A horse is grazing in a field near a lot of trees.jpg,A horse is grazing in a field near a lot of trees
../../datasets/Styles/style0/Police motorcycles line up by Air Force One on the tarmac.jpg,Police motorcycles line up by Air Force One on the tarmac
../../datasets/Styles/style0/A couple of people on a court with tennis rackets.jpg,A couple of people on a court with tennis rackets
../../datasets/Styles/style0/A store with bunches of ripe bananas hanging from it's ceilings.jpg,A store with bunches of ripe bananas hanging from it's ceilings
../../datasets/Styles/style0/A neon yellow colored pedestrian crossing sign mounted on a metal pole.jpg,A neon yellow colored pedestrian crossing sign mounted on a metal pole
"../../datasets/Styles/style0/The shelves hold a fan, luggage and boxes.jpg","The shelves hold a fan, luggage and boxes"
../../datasets/Styles/style0/The displayed dish features several different food colors.jpg,The displayed dish features several different food colors
../../datasets/Styles/style0/A stop light with a stop sign underneath it.jpg,A stop light with a stop sign underneath it
../../datasets/Styles/style0/Two little kids in a bathtub with bubbles smiling.jpg,Two little kids in a bathtub with bubbles smiling
../../datasets/Styles/style0/A coin operating machine that is standing in the concrete.jpg,A coin operating machine that is standing in the concrete
../../datasets/Styles/style0/A dog is holding a flying disk in it's mouth while standing on the grass.jpg,A dog is holding a flying disk in it's mouth while standing on the grass
../../datasets/Styles/style0/A man on a motorcycle is talking on his phone.jpg,A man on a motorcycle is talking on his phone
../../datasets/Styles/style0/A jetliner takes off on a palm tree lined runway.jpg,A jetliner takes off on a palm tree lined runway
../../datasets/Styles/style0/A man scrubs off his elephant with a sponge.jpg,A man scrubs off his elephant with a sponge
../../datasets/Styles/style0/Two double decker buses and one regular bus are parked on the grass and empty.jpg,Two double decker buses and one regular bus are parked on the grass and empty
../../datasets/Styles/style0/A dog peeks out of the back of a truck.jpg,A dog peeks out of the back of a truck
"../../datasets/Styles/style0/some containers of food like rice, soup and some veggies.jpg","some containers of food like rice, soup and some veggies"
../../datasets/Styles/style0/Three boats docked in still water with clouds in the sky.jpg,Three boats docked in still water with clouds in the sky
../../datasets/Styles/style0/A very cute giraffe bending down to drink some water.jpg,A very cute giraffe bending down to drink some water
"../../datasets/Styles/style0/A person holds a large hot dog on a bun, with mustard and catsup.jpg","A person holds a large hot dog on a bun, with mustard and catsup"
../../datasets/Styles/style0/A group of people dressed professionally outside.jpg,A group of people dressed professionally outside
"../../datasets/Styles/style0/Three toy felt carrots, a banana and an egg on a table.jpg","Three toy felt carrots, a banana and an egg on a table"
../../datasets/Styles/style0/A woman is eating a meal with two young children.jpg,A woman is eating a meal with two young children
../../datasets/Styles/style0/A bunch of signs on the side of a building.jpg,A bunch of signs on the side of a building
../../datasets/Styles/style0/A male and female eating pizza while on the grass.jpg,A male and female eating pizza while on the grass
../../datasets/Styles/style0/A man riding skis down a snow covered slope.jpg,A man riding skis down a snow covered slope
../../datasets/Styles/style0/A train at its station next to a bicycle leaning on a bench.jpg,A train at its station next to a bicycle leaning on a bench
../../datasets/Styles/style0/A man standing on a tennis court holding a tennis racquet.jpg,A man standing on a tennis court holding a tennis racquet
../../datasets/Styles/style0/A woman is running another woman is touching a base with a baseball.jpg,A woman is running another woman is touching a base with a baseball
../../datasets/Styles/style0/A man going down a slope near a ski lift on his snowboard.jpg,A man going down a slope near a ski lift on his snowboard
../../datasets/Styles/style0/These three are blowing out one candle on a piece of cake.jpg,These three are blowing out one candle on a piece of cake
../../datasets/Styles/style0/A small single engine plane on a runway.jpg,A small single engine plane on a runway
../../datasets/Styles/style0/a pepperoni and cheese pizza is cut into six pieces.jpg,a pepperoni and cheese pizza is cut into six pieces
../../datasets/Styles/style0/The man is playing Frisbee on the beach.jpg,The man is playing Frisbee on the beach
../../datasets/Styles/style0/Two pieces of pepperoni pizza are on a plate.jpg,Two pieces of pepperoni pizza are on a plate
../../datasets/Styles/style0/People take photos of a giraffe being fed from a pink bucket.jpg,People take photos of a giraffe being fed from a pink bucket
../../datasets/Styles/style0/A man standing wearing a tie with a large clip at top.jpg,A man standing wearing a tie with a large clip at top
../../datasets/Styles/style0/A television standing on its side in the street.jpg,A television standing on its side in the street
../../datasets/Styles/style0/A very clean kitchen with wooden shelves and a stainless steel dishwasher.jpg,A very clean kitchen with wooden shelves and a stainless steel dishwasher
../../datasets/Styles/style0/A man eating pizza at a baseball game.jpg,A man eating pizza at a baseball game
../../datasets/Styles/style0/A boy in a green t-shirt looks at a red soccer ball as two girls in blue and yellow run near him.jpg,A boy in a green t-shirt looks at a red soccer ball as two girls in blue and yellow run near him
../../datasets/Styles/style0/a man with a yellow jacket holding onto a slow sign.jpg,a man with a yellow jacket holding onto a slow sign
../../datasets/Styles/style0/There is a man dressed in a purple tie and black suit.jpg,There is a man dressed in a purple tie and black suit
../../datasets/Styles/style0/A zebra walking beside a tree line in the grass.jpg,A zebra walking beside a tree line in the grass
../../datasets/Styles/style0/This refridgerator is silver and has photos on it.jpg,This refridgerator is silver and has photos on it
../../datasets/Styles/style0/A man riding a wave while laying on a surf board.jpg,A man riding a wave while laying on a surf board
"../../datasets/Styles/style0/A old pair of scissors, two thimbles, and a putty knife are in front of some glass vases.jpg","A old pair of scissors, two thimbles, and a putty knife are in front of some glass vases"
"../../datasets/Styles/style0/Home plate in an adult baseball game, waiting for a pitch.jpg","Home plate in an adult baseball game, waiting for a pitch"
../../datasets/Styles/style0/a couple of birds walking on a shore next to some water.jpg,a couple of birds walking on a shore next to some water
../../datasets/Styles/style0/This is a stack of cookbooks in a microwave.jpg,This is a stack of cookbooks in a microwave
../../datasets/Styles/style0/A man riding a bicycle and carrying a child in a cart.jpg,A man riding a bicycle and carrying a child in a cart
../../datasets/Styles/style0/A dog jumps to catch a frisbee at a park.jpg,A dog jumps to catch a frisbee at a park
../../datasets/Styles/style0/A desk that has a laptop computer on it.jpg,A desk that has a laptop computer on it
../../datasets/Styles/style0/A family of elephants standing in a watering hole.jpg,A family of elephants standing in a watering hole
../../datasets/Styles/style0/Two people standing showing their feet and yellow bananas on the ground.jpg,Two people standing showing their feet and yellow bananas on the ground
../../datasets/Styles/style0/A speeding train is passing through a city.jpg,A speeding train is passing through a city
../../datasets/Styles/style0/A wooden table topped with containers of food.jpg,A wooden table topped with containers of food
../../datasets/Styles/style0/A second baseman trying to catch the ball to tag the player.jpg,A second baseman trying to catch the ball to tag the player
../../datasets/Styles/style0/A man riding a surfboard on a wave in the ocean.jpg,A man riding a surfboard on a wave in the ocean
../../datasets/Styles/style0/A jockey in an arena showing prize winning horses.jpg,A jockey in an arena showing prize winning horses
"../../datasets/Styles/style0/Chopped tomatoes, broccoli and potatoes sitting on a plate.jpg","Chopped tomatoes, broccoli and potatoes sitting on a plate"
../../datasets/Styles/style0/A car parked next to a broken parking meter.jpg,A car parked next to a broken parking meter
../../datasets/Styles/style0/A woman with large breast holding up a chocolate doughnut.jpg,A woman with large breast holding up a chocolate doughnut
../../datasets/Styles/style0/a wooden desk with a computer keyboard on it.jpg,a wooden desk with a computer keyboard on it
../../datasets/Styles/style0/A surfer is on top of an ocean wave.jpg,A surfer is on top of an ocean wave
../../datasets/Styles/style0/A man sitting on a couch holding a laptop computer.jpg,A man sitting on a couch holding a laptop computer
../../datasets/Styles/style0/A couple of brown cows standing on top of a green field.jpg,A couple of brown cows standing on top of a green field
../../datasets/Styles/style0/A book contains a picture of a pitcher of lemonade.jpg,A book contains a picture of a pitcher of lemonade
../../datasets/Styles/style0/there are many street signs and a tower in the background.jpg,there are many street signs and a tower in the background
../../datasets/Styles/style0/A tall building with a street light in front of it.jpg,A tall building with a street light in front of it
../../datasets/Styles/style0/more than one photo of law & order,more than one photo of law & order
../../datasets/Styles/style0/Man and child swinging bat with female throwing ball and cartoon wall.jpg,Man and child swinging bat with female throwing ball and cartoon wall
../../datasets/Styles/style0/Old photo of a small boy wearing a cap gun and holster astride a dog.jpg,Old photo of a small boy wearing a cap gun and holster astride a dog
../../datasets/Styles/style0/Very large kitchen of a restaurant for many cooks.jpg,Very large kitchen of a restaurant for many cooks
../../datasets/Styles/style0/Dinner of chicken with potatoes and white wine.jpg,Dinner of chicken with potatoes and white wine
../../datasets/Styles/style0/A man adjusting a wheel of a carriage carrying a girl with a horse.jpg,A man adjusting a wheel of a carriage carrying a girl with a horse
../../datasets/Styles/style0/A group of skiers standing on a ski slope.jpg,A group of skiers standing on a ski slope
../../datasets/Styles/style0/People enjoying the cool temperature outdoors near a fountain.jpg,People enjoying the cool temperature outdoors near a fountain
../../datasets/Styles/style0/A jet airplane flies over the rooftops of buildings.jpg,A jet airplane flies over the rooftops of buildings
../../datasets/Styles/style0/A boy sits down and plays a videogame.jpg,A boy sits down and plays a videogame
../../datasets/Styles/style0/Well stocked refrigerator with door open and white interior.jpg,Well stocked refrigerator with door open and white interior
../../datasets/Styles/style0/a close up of a plate of food with a sandwich.jpg,a close up of a plate of food with a sandwich
../../datasets/Styles/style0/The kitchen is very clean and very white.jpg,The kitchen is very clean and very white
../../datasets/Styles/style0/A group of people sit at a large table reading different newspapers.jpg,A group of people sit at a large table reading different newspapers
../../datasets/Styles/style0/A cat sits in a windowsill staring at a bird outside.jpg,A cat sits in a windowsill staring at a bird outside
../../datasets/Styles/style0/A motorcycle  covered in cloth along a fence with several other cycles.jpg,A motorcycle  covered in cloth along a fence with several other cycles
