image,text
../../datasets/Styles/style2/A purple skateboard is sitting in the middle of a dirty bus.jpg,A purple skateboard is sitting in the middle of a dirty bus
"../../datasets/Styles/style2/Two people are standing outside next to a dog, one is holding his hand in his pocket.jpg","Two people are standing outside next to a dog, one is holding his hand in his pocket"
../../datasets/Styles/style2/A woman standing outside a car on a busy street.jpg,A woman standing outside a car on a busy street
../../datasets/Styles/style2/An individual poses for a picture beside a bright window.jpg,An individual poses for a picture beside a bright window
../../datasets/Styles/style2/People flying kites on the national mall in front of the United States capitol building.jpg,People flying kites on the national mall in front of the United States capitol building
../../datasets/Styles/style2/A blue train pulling into a station next to a platform.jpg,A blue train pulling into a station next to a platform
../../datasets/Styles/style2/A color opposed photo of a desktop computer.jpg,A color opposed photo of a desktop computer
../../datasets/Styles/style2/A busy street show people crossing the sidewalk.jpg,A busy street show people crossing the sidewalk
../../datasets/Styles/style2/A small elephant stands in a dirt field by some trees.jpg,A small elephant stands in a dirt field by some trees
../../datasets/Styles/style2/a big bear runs through a wooded area.jpg,a big bear runs through a wooded area
../../datasets/Styles/style2/Workers standing in front of the the fuselage of an airplane.jpg,Workers standing in front of the the fuselage of an airplane
../../datasets/Styles/style2/Several white and black vases of the same style but different sizes.jpg,Several white and black vases of the same style but different sizes
../../datasets/Styles/style2/a book by jon katz is titled a good dog.jpg,a book by jon katz is titled a good dog
../../datasets/Styles/style2/Two large cows and one small cow standing in a field.jpg,Two large cows and one small cow standing in a field
../../datasets/Styles/style2/a glass plate with some hot dogs and corn on it.jpg,a glass plate with some hot dogs and corn on it
../../datasets/Styles/style2/A dog walking in a field with a Frisbee.jpg,A dog walking in a field with a Frisbee
../../datasets/Styles/style2/A man eats in front of a stop sign marked with graffiti.jpg,A man eats in front of a stop sign marked with graffiti
../../datasets/Styles/style2/A basic bedroom with a desk and small bed.jpg,A basic bedroom with a desk and small bed
../../datasets/Styles/style2/A man and a woman in a park start at an object in the distance.jpg,A man and a woman in a park start at an object in the distance
../../datasets/Styles/style2/A stone house sitting next to a leafy green tree.jpg,A stone house sitting next to a leafy green tree
../../datasets/Styles/style2/A skier skiing around poles set up on a ski course.jpg,A skier skiing around poles set up on a ski course
../../datasets/Styles/style2/A pile of TVs sitting next to a brick building.jpg,A pile of TVs sitting next to a brick building
../../datasets/Styles/style2/A giraffe rubbing it's nose on a tree trunk.jpg,A giraffe rubbing it's nose on a tree trunk
../../datasets/Styles/style2/a moped sitting in front of a store with lettuce next to it.jpg,a moped sitting in front of a store with lettuce next to it
../../datasets/Styles/style2/A blue and gold balcony with a gold clock and flag.jpg,A blue and gold balcony with a gold clock and flag
../../datasets/Styles/style2/Two little boys on a beach with a ball.jpg,Two little boys on a beach with a ball
../../datasets/Styles/style2/there is a giraffe by itself in a zoo or conservation.jpg,there is a giraffe by itself in a zoo or conservation
../../datasets/Styles/style2/Boy holding a tennis racket while aiming at a tennis ball.jpg,Boy holding a tennis racket while aiming at a tennis ball
../../datasets/Styles/style2/A person wearing red pants and goggles while riding a ski.jpg,A person wearing red pants and goggles while riding a ski
../../datasets/Styles/style2/A MAN IS ON THE BIKE WITH A USA FLAG.jpg,A MAN IS ON THE BIKE WITH A USA FLAG
../../datasets/Styles/style2/A man holding a woman on top of his lap.jpg,A man holding a woman on top of his lap
../../datasets/Styles/style2/A snowy hill with people skiing and some on a tram going to ski.jpg,A snowy hill with people skiing and some on a tram going to ski
../../datasets/Styles/style2/A couch and furniture in a small room.jpg,A couch and furniture in a small room
../../datasets/Styles/style2/The girl is standing up playing a video game.jpg,The girl is standing up playing a video game
"../../datasets/Styles/style2/Two giraffes walking in the grass, towards trees.jpg","Two giraffes walking in the grass, towards trees"
../../datasets/Styles/style2/Two women standing by a bottle lined counter.jpg,Two women standing by a bottle lined counter
../../datasets/Styles/style2/Stuffed Picachu and monkey along with a glass bottle.jpg,Stuffed Picachu and monkey along with a glass bottle
../../datasets/Styles/style2/A banana plant in a garden with a bunch of bananas.jpg,A banana plant in a garden with a bunch of bananas
../../datasets/Styles/style2/busy city  showing a big blue moving truck with graffiti  on it next to a  white van.jpg,busy city  showing a big blue moving truck with graffiti  on it next to a  white van
../../datasets/Styles/style2/A floral arrangement on the sidewalk next a train and railroad tracks.jpg,A floral arrangement on the sidewalk next a train and railroad tracks
../../datasets/Styles/style2/A sink with a black kitty sitting in it.jpg,A sink with a black kitty sitting in it
../../datasets/Styles/style2/A man drives a horse drawn cart down a cobblestone street.jpg,A man drives a horse drawn cart down a cobblestone street
../../datasets/Styles/style2/A bicycle that is being slowly covered over by some vines.jpg,A bicycle that is being slowly covered over by some vines
"../../datasets/Styles/style2/A Kitten hiding behind a computer, reaching around to touch the screen.jpg","A Kitten hiding behind a computer, reaching around to touch the screen"
../../datasets/Styles/style2/A herd of cattle grazing on a lush green field.jpg,A herd of cattle grazing on a lush green field
../../datasets/Styles/style2/A couple of men looking at something on a tablet.jpg,A couple of men looking at something on a tablet
../../datasets/Styles/style2/Young blond woman with beige hat and brown trim eating a large slice of pizza.jpg,Young blond woman with beige hat and brown trim eating a large slice of pizza
../../datasets/Styles/style2/A building that has a large tower that is lit up.jpg,A building that has a large tower that is lit up
../../datasets/Styles/style2/A crowd of people standing around a luggage carousel.jpg,A crowd of people standing around a luggage carousel
../../datasets/Styles/style2/A herd of elephants standing next to a forest.jpg,A herd of elephants standing next to a forest
../../datasets/Styles/style2/A very big cab over semi with a long trailer for hauling big loads.jpg,A very big cab over semi with a long trailer for hauling big loads
../../datasets/Styles/style2/A little girl watching a kite fly in the air.jpg,A little girl watching a kite fly in the air
../../datasets/Styles/style2/a person standing on a tennis court holding a tennis racket.jpg,a person standing on a tennis court holding a tennis racket
../../datasets/Styles/style2/There a man and woman standing on the beach.jpg,There a man and woman standing on the beach
../../datasets/Styles/style2/A road is closed off via signage and cones for extra protection.jpg,A road is closed off via signage and cones for extra protection
../../datasets/Styles/style2/An ugly ass room filled with shit atuff.jpg,An ugly ass room filled with shit atuff
../../datasets/Styles/style2/A dog is sitting on an ottoman in the living room.jpg,A dog is sitting on an ottoman in the living room
../../datasets/Styles/style2/a professional tennis player on a tennis court playing tennis.jpg,a professional tennis player on a tennis court playing tennis
../../datasets/Styles/style2/A person riding a skateboard on top of cement.jpg,A person riding a skateboard on top of cement
../../datasets/Styles/style2/Some military men watching another cut a cake with a sword.jpg,Some military men watching another cut a cake with a sword
../../datasets/Styles/style2/A laptop on a table plugged into the television above.jpg,A laptop on a table plugged into the television above
../../datasets/Styles/style2/A view of a hotel room with the light shining on the TV.jpg,A view of a hotel room with the light shining on the TV
../../datasets/Styles/style2/A young polar bear walks around his zoo exhibit.jpg,A young polar bear walks around his zoo exhibit
../../datasets/Styles/style2/The silly black fellow has a cell phone case strapped to his head with a rubber band.jpg,The silly black fellow has a cell phone case strapped to his head with a rubber band
../../datasets/Styles/style2/A women who is looking at various fruits at an outdoor vendor.jpg,A women who is looking at various fruits at an outdoor vendor
"../../datasets/Styles/style2/A model of a beach front scene showing the parking lot, beach and the sea.jpg","A model of a beach front scene showing the parking lot, beach and the sea"
../../datasets/Styles/style2/A man riding safety gear while atop a skateboard.jpg,A man riding safety gear while atop a skateboard
"../../datasets/Styles/style2/The living room has a couch, two easy chairs, and a television in it.jpg","The living room has a couch, two easy chairs, and a television in it"
../../datasets/Styles/style2/A toilet in a bathroom on an airplane.jpg,A toilet in a bathroom on an airplane
../../datasets/Styles/style2/A fruit and vegetable stand where produce is available for purchase.jpg,A fruit and vegetable stand where produce is available for purchase
../../datasets/Styles/style2/a large airplane that is parked on a runway.jpg,a large airplane that is parked on a runway
../../datasets/Styles/style2/A passenger bus that has pulled up to the curb of a street.jpg,A passenger bus that has pulled up to the curb of a street
../../datasets/Styles/style2/a airplane flying through the cloudy sky in daytime.jpg,a airplane flying through the cloudy sky in daytime
../../datasets/Styles/style2/a man in front of a bare background takes a bite of his sandwich.jpg,a man in front of a bare background takes a bite of his sandwich
../../datasets/Styles/style2/It seems here something is really amazing with many things to see.jpg,It seems here something is really amazing with many things to see
../../datasets/Styles/style2/A green colored bathroom with white toilets and bath tubs.jpg,A green colored bathroom with white toilets and bath tubs
../../datasets/Styles/style2/Furry pet cat lying lazily on rug using shoes as a head pillow.jpg,Furry pet cat lying lazily on rug using shoes as a head pillow
../../datasets/Styles/style2/This homemade pizza features plenty of cheese and onions.jpg,This homemade pizza features plenty of cheese and onions
../../datasets/Styles/style2/A elephant with grass on his back standing beside a building.jpg,A elephant with grass on his back standing beside a building
../../datasets/Styles/style2/A blender filled with food on top of a counter.jpg,A blender filled with food on top of a counter
../../datasets/Styles/style2/There is a puppy sitting on a toy car.jpg,There is a puppy sitting on a toy car
../../datasets/Styles/style2/A dog is standing on a chair at a computer desk.jpg,A dog is standing on a chair at a computer desk
../../datasets/Styles/style2/a computer and some paper on a desk.jpg,a computer and some paper on a desk
../../datasets/Styles/style2/A person standing on a  tennis court holding a racquet.jpg,A person standing on a  tennis court holding a racquet
../../datasets/Styles/style2/Two boats filled with bicycles near a river walk.jpg,Two boats filled with bicycles near a river walk
../../datasets/Styles/style2/a woman standing on top of a horse walking down the road.jpg,a woman standing on top of a horse walking down the road
../../datasets/Styles/style2/A man hitting a tennis ball with a racquet on a court.jpg,A man hitting a tennis ball with a racquet on a court
../../datasets/Styles/style2/A young man and woman talking next to a fire hydrant.jpg,A young man and woman talking next to a fire hydrant
../../datasets/Styles/style2/a number of small birds in cages.jpg,a number of small birds in cages
../../datasets/Styles/style2/A black and white post with a stop light on a corner.jpg,A black and white post with a stop light on a corner
../../datasets/Styles/style2/Large clock with green lights over the top of it.jpg,Large clock with green lights over the top of it
../../datasets/Styles/style2/A couch and a table in a room.jpg,A couch and a table in a room
../../datasets/Styles/style2/A colorful bird sitting on the end of a small branch.jpg,A colorful bird sitting on the end of a small branch
../../datasets/Styles/style2/A great tasting casserole cooking in the oven.jpg,A great tasting casserole cooking in the oven
../../datasets/Styles/style2/A large blue truck traveling through an urban area.jpg,A large blue truck traveling through an urban area
../../datasets/Styles/style2/A photo of the garden section of a store.jpg,A photo of the garden section of a store
../../datasets/Styles/style2/A man and a woman sit on different horses.jpg,A man and a woman sit on different horses
../../datasets/Styles/style2/Three people gathered around a table with a pizza in a box in it in an office environment.jpg,Three people gathered around a table with a pizza in a box in it in an office environment
../../datasets/Styles/style2/A boy in a baseball uniform has his hand back to pitch a ball as his other hand holds his baseball glove.jpg,A boy in a baseball uniform has his hand back to pitch a ball as his other hand holds his baseball glove
"../../datasets/Styles/style2/Two dogs, one sitting and one lying down, next to a bus.jpg","Two dogs, one sitting and one lying down, next to a bus"
../../datasets/Styles/style2/A woman by a sign preparing to go downhill skiing.jpg,A woman by a sign preparing to go downhill skiing
../../datasets/Styles/style2/A white plate with meat covered in gravy and vegetables.jpg,A white plate with meat covered in gravy and vegetables
../../datasets/Styles/style2/People sit underneath three blue umbrellas with bowls of fruit.jpg,People sit underneath three blue umbrellas with bowls of fruit
../../datasets/Styles/style2/there is a man riding a horse.jpg,there is a man riding a horse
../../datasets/Styles/style2/Ripe banana laying on top of container with fruit beside container of smoked almonds.jpg,Ripe banana laying on top of container with fruit beside container of smoked almonds
../../datasets/Styles/style2/Two people who are riding horses on a beach.jpg,Two people who are riding horses on a beach
../../datasets/Styles/style2/Pigeons sitting on a shingled roof in the city.jpg,Pigeons sitting on a shingled roof in the city
../../datasets/Styles/style2/Two women looking at their tennis racquets.jpg,Two women looking at their tennis racquets
../../datasets/Styles/style2/There is a full view of an outdoor area and it is nice.jpg,There is a full view of an outdoor area and it is nice
../../datasets/Styles/style2/A young man holding a yellow surfboard on top of a grass field.jpg,A young man holding a yellow surfboard on top of a grass field
../../datasets/Styles/style2/A tow truck is hitched to a car in front of a large brick building.jpg,A tow truck is hitched to a car in front of a large brick building
../../datasets/Styles/style2/a girl is standing on the other side of a counter.jpg,a girl is standing on the other side of a counter
../../datasets/Styles/style2/A Japan Airlines airplane is parked on the runway.jpg,A Japan Airlines airplane is parked on the runway
../../datasets/Styles/style2/A large truck stopped at a traffic light on a crowded busy street.jpg,A large truck stopped at a traffic light on a crowded busy street
../../datasets/Styles/style2/a close up of a large and a small zebra.jpg,a close up of a large and a small zebra
../../datasets/Styles/style2/People holding umbrellas walk around a rainy city block.jpg,People holding umbrellas walk around a rainy city block
../../datasets/Styles/style2/Man in wet suit surfing very near a concrete dock.jpg,Man in wet suit surfing very near a concrete dock
../../datasets/Styles/style2/a number of figurines on a box on a wall.jpg,a number of figurines on a box on a wall
../../datasets/Styles/style2/A man on his motorcycle in front of w car going down the road.jpg,A man on his motorcycle in front of w car going down the road
../../datasets/Styles/style2/A lunch box is full of healthy looking food.jpg,A lunch box is full of healthy looking food
"../../datasets/Styles/style2/A skyview of a large city, where a clock is displayed at the top of a tall tower.jpg","A skyview of a large city, where a clock is displayed at the top of a tall tower"
../../datasets/Styles/style2/a kitchen with some cupboards and a sink.jpg,a kitchen with some cupboards and a sink
../../datasets/Styles/style2/A wood stove with the door open revealing the fire inside.jpg,A wood stove with the door open revealing the fire inside
../../datasets/Styles/style2/A kitchen filled with wooden floors and a stove top oven.jpg,A kitchen filled with wooden floors and a stove top oven
../../datasets/Styles/style2/a  baby giraffe lying on a sandy floor looking up at an adult  giraffe.jpg,a  baby giraffe lying on a sandy floor looking up at an adult  giraffe
../../datasets/Styles/style2/Two boats sitting in the water at a dock.jpg,Two boats sitting in the water at a dock
../../datasets/Styles/style2/A narrow gap between two buildings with a clock tower in the middle.jpg,A narrow gap between two buildings with a clock tower in the middle
../../datasets/Styles/style2/Two cartoon like birds sitting in a tree  One is a gray with a long tail and the other has an orange beak.jpg,Two cartoon like birds sitting in a tree  One is a gray with a long tail and the other has an orange beak
../../datasets/Styles/style2/a male with a beard is at a snowboard shop.jpg,a male with a beard is at a snowboard shop
../../datasets/Styles/style2/A baby sits before many jars of baby food while holding a menu.jpg,A baby sits before many jars of baby food while holding a menu
../../datasets/Styles/style2/Horse and owner in large city with many reins around head.jpg,Horse and owner in large city with many reins around head
../../datasets/Styles/style2/a big field of with people running in it.jpg,a big field of with people running in it
../../datasets/Styles/style2/A table topped with two pizzas and surrounded by two benches.jpg,A table topped with two pizzas and surrounded by two benches
../../datasets/Styles/style2/two people walking on the beach holding surfboards.jpg,two people walking on the beach holding surfboards
../../datasets/Styles/style2/A man dressed as a pirate at a children's tennis match.jpg,A man dressed as a pirate at a children's tennis match
../../datasets/Styles/style2/A baseball game with a crowd of fans in the stands.jpg,A baseball game with a crowd of fans in the stands
../../datasets/Styles/style2/A surfer wading out to the water carrying a surfboard.jpg,A surfer wading out to the water carrying a surfboard
../../datasets/Styles/style2/Woman in a long pink robe flying a kite near a dirt road.jpg,Woman in a long pink robe flying a kite near a dirt road
"../../datasets/Styles/style2/A herd of elephants, young and old, stand in a field.jpg","A herd of elephants, young and old, stand in a field"
../../datasets/Styles/style2/A man and a woman standing on skis on a slope.jpg,A man and a woman standing on skis on a slope
"../../datasets/Styles/style2/A meal of meat, broccoli and red wine for one.jpg","A meal of meat, broccoli and red wine for one"
../../datasets/Styles/style2/Several food trucks are lined up and people and chairs are in the lot.jpg,Several food trucks are lined up and people and chairs are in the lot
../../datasets/Styles/style2/two people sitting on a stone surface with their faces covered by a blue umbrella.jpg,two people sitting on a stone surface with their faces covered by a blue umbrella
../../datasets/Styles/style2/Two different kinds of donuts on a plate.jpg,Two different kinds of donuts on a plate
../../datasets/Styles/style2/Zebras eating hay on a platform in a zoo setting.jpg,Zebras eating hay on a platform in a zoo setting
../../datasets/Styles/style2/A woman holding white controllers sitting down in a room.jpg,A woman holding white controllers sitting down in a room
../../datasets/Styles/style2/There are a lot of people flying kites in the sky.jpg,There are a lot of people flying kites in the sky
../../datasets/Styles/style2/A group of people standing near a bus.jpg,A group of people standing near a bus
../../datasets/Styles/style2/Three men in business clothing wearing ties that say 350.jpg,Three men in business clothing wearing ties that say 350
../../datasets/Styles/style2/A pink divided plate with cut vegetables and dipping sauce.jpg,A pink divided plate with cut vegetables and dipping sauce
../../datasets/Styles/style2/Black and white photograph of two people with baseball bats.jpg,Black and white photograph of two people with baseball bats
../../datasets/Styles/style2/Close up of an open banana peal with half of a banana in it and an egg and mustard wheat English muffin sandwich on a white plate with a container of salted peanuts behind.jpg,Close up of an open banana peal with half of a banana in it and an egg and mustard wheat English muffin sandwich on a white plate with a container of salted peanuts behind
../../datasets/Styles/style2/A slice of cake sitting on top of a white plate.jpg,A slice of cake sitting on top of a white plate
../../datasets/Styles/style2/A man riding a motorcycle with a woman on back of it.jpg,A man riding a motorcycle with a woman on back of it
../../datasets/Styles/style2/A blue and red train sitting on a railroad track.jpg,A blue and red train sitting on a railroad track
../../datasets/Styles/style2/An individual is doing something that is uncommonly entrancing.jpg,An individual is doing something that is uncommonly entrancing
../../datasets/Styles/style2/A man riding a skateboard into the air under a blue cloudy sky.jpg,A man riding a skateboard into the air under a blue cloudy sky
../../datasets/Styles/style2/a young girl holding a cell phone to her ear.jpg,a young girl holding a cell phone to her ear
../../datasets/Styles/style2/The wetsuit hints that this is cold water.jpg,The wetsuit hints that this is cold water
../../datasets/Styles/style2/The pizzas are freshly cooked and sliced and ready to be served.jpg,The pizzas are freshly cooked and sliced and ready to be served
../../datasets/Styles/style2/A cat that is looking outside of a window.jpg,A cat that is looking outside of a window
../../datasets/Styles/style2/The man is looking at various items at a sale.jpg,The man is looking at various items at a sale
../../datasets/Styles/style2/A small dinning table with all red napkins and a red table cloth .jpg,A small dinning table with all red napkins and a red table cloth 
"../../datasets/Styles/style2/A boy with a surfboard points at something, while the people around him look where he is pointing.jpg","A boy with a surfboard points at something, while the people around him look where he is pointing"
../../datasets/Styles/style2/a white and orange bird is sitting on a tree branch.jpg,a white and orange bird is sitting on a tree branch
../../datasets/Styles/style2/A horse drawn cart with several passengers on a street next to a Victorian building.jpg,A horse drawn cart with several passengers on a street next to a Victorian building
../../datasets/Styles/style2/Base ball player batting a ball while the catcher kneels behind him and the umpire stands behind the catcher.jpg,Base ball player batting a ball while the catcher kneels behind him and the umpire stands behind the catcher
../../datasets/Styles/style2/Two pretty women sitting next to a giant brown teddy bear.jpg,Two pretty women sitting next to a giant brown teddy bear
../../datasets/Styles/style2/Two train engines parked next to each other in a  large warehouse.jpg,Two train engines parked next to each other in a  large warehouse
../../datasets/Styles/style2/A small airplane rests alongside the runway of an airport.jpg,A small airplane rests alongside the runway of an airport
../../datasets/Styles/style2/A hotdog and a drink on a tray.jpg,A hotdog and a drink on a tray
../../datasets/Styles/style2/Wine glasses have some liquid and pine tree decorations.jpg,Wine glasses have some liquid and pine tree decorations
../../datasets/Styles/style2/One person windsurfing while the other is kite-surfing in the ocean.jpg,One person windsurfing while the other is kite-surfing in the ocean
../../datasets/Styles/style2/An unlit lamp is in window on a table next to a desk.jpg,An unlit lamp is in window on a table next to a desk
../../datasets/Styles/style2/An elephant in grassy area with a grey bird in the foreground.jpg,An elephant in grassy area with a grey bird in the foreground
../../datasets/Styles/style2/Men sitting on a bench on the street with traffic and pedestrians.jpg,Men sitting on a bench on the street with traffic and pedestrians
../../datasets/Styles/style2/A woman sitting at a table with plates of food.jpg,A woman sitting at a table with plates of food
../../datasets/Styles/style2/A formation of fighter jets flying through a cloudy sky.jpg,A formation of fighter jets flying through a cloudy sky
../../datasets/Styles/style2/A white mouse and keyboard sit together on a desk.jpg,A white mouse and keyboard sit together on a desk
../../datasets/Styles/style2/Two people standing on a beach getting ready to fly a kite.jpg,Two people standing on a beach getting ready to fly a kite
../../datasets/Styles/style2/The man is using two controllers to fly the kite.jpg,The man is using two controllers to fly the kite
../../datasets/Styles/style2/A nice looking rest room with a nice shower.jpg,A nice looking rest room with a nice shower
../../datasets/Styles/style2/Two dogs are lying on the pavement as the white horse passes by.jpg,Two dogs are lying on the pavement as the white horse passes by
../../datasets/Styles/style2/there is a bench that over looks water and many boats.jpg,there is a bench that over looks water and many boats
../../datasets/Styles/style2/A woman under a sheet in the bed with her head on a pillow.jpg,A woman under a sheet in the bed with her head on a pillow
../../datasets/Styles/style2/A tennis player waves to the crowd from the court.jpg,A tennis player waves to the crowd from the court
../../datasets/Styles/style2/A plant grows outside in the wild among other trees.jpg,A plant grows outside in the wild among other trees
../../datasets/Styles/style2/People para-sailing near cliffs that are overlooking the ocean.jpg,People para-sailing near cliffs that are overlooking the ocean
../../datasets/Styles/style2/a person jumping in the air with a frisbee.jpg,a person jumping in the air with a frisbee
../../datasets/Styles/style2/Three boats docked in still water with clouds in the sky.jpg,Three boats docked in still water with clouds in the sky
../../datasets/Styles/style2/A bathroom with a vanity and a window.jpg,A bathroom with a vanity and a window
../../datasets/Styles/style2/A woman is eating a meal with two young children.jpg,A woman is eating a meal with two young children
../../datasets/Styles/style2/An old blue truck that has children crossing on the back in a parking lot.jpg,An old blue truck that has children crossing on the back in a parking lot
../../datasets/Styles/style2/A woman kicking a soccer ball towards the goal.jpg,A woman kicking a soccer ball towards the goal
../../datasets/Styles/style2/A cell phone is sitting next to a book.jpg,A cell phone is sitting next to a book
../../datasets/Styles/style2/A living room with a white couch and cat on the floor.jpg,A living room with a white couch and cat on the floor
../../datasets/Styles/style2/A bunch of different images of a man doing different things to his hair.jpg,A bunch of different images of a man doing different things to his hair
../../datasets/Styles/style2/A collection of old jugs are gathered on a table.jpg,A collection of old jugs are gathered on a table
"../../datasets/Styles/style2/A view of a plate of food, with chopsticks.jpg","A view of a plate of food, with chopsticks"
"../../datasets/Styles/style2/A bear walking in its enclosure, with a ladder behind it.jpg","A bear walking in its enclosure, with a ladder behind it"
../../datasets/Styles/style2/A desk topped with a computer mouse and keyboard.jpg,A desk topped with a computer mouse and keyboard
../../datasets/Styles/style2/A couple of horses with a man standing on top of them.jpg,A couple of horses with a man standing on top of them
../../datasets/Styles/style2/A child swinging at a tennis ball as an adult watches.jpg,A child swinging at a tennis ball as an adult watches
../../datasets/Styles/style2/An older airplane flies over the country side.jpg,An older airplane flies over the country side
../../datasets/Styles/style2/Skate boarder trying to maintain his balance during stunt.jpg,Skate boarder trying to maintain his balance during stunt
"../../datasets/Styles/style2/Two bed with pillows, a wall hanging and some curtains.jpg","Two bed with pillows, a wall hanging and some curtains"
../../datasets/Styles/style2/Two brown horses pulling a wagon down a street.jpg,Two brown horses pulling a wagon down a street
../../datasets/Styles/style2/Girl with skateboard in hand walks up pathway with yellow hose.jpg,Girl with skateboard in hand walks up pathway with yellow hose
../../datasets/Styles/style2/A laptop sitting on top of a bed.jpg,A laptop sitting on top of a bed
../../datasets/Styles/style2/An abundance of green bananas on the ground at a produce market.jpg,An abundance of green bananas on the ground at a produce market
../../datasets/Styles/style2/some black skis laying in two deep tracks in the snow.jpg,some black skis laying in two deep tracks in the snow
../../datasets/Styles/style2/Two people with surfboards are walking along the beach with a dog.jpg,Two people with surfboards are walking along the beach with a dog
../../datasets/Styles/style2/A man is holding a stop sign in black and white.jpg,A man is holding a stop sign in black and white
../../datasets/Styles/style2/The two  trucks is big and is colorful.jpg,The two  trucks is big and is colorful
../../datasets/Styles/style2/A baby elephant is being followed by a big elephant.jpg,A baby elephant is being followed by a big elephant
../../datasets/Styles/style2/A Virgin Atlantic airplane is parked on the runway near other planes.jpg,A Virgin Atlantic airplane is parked on the runway near other planes
../../datasets/Styles/style2/a living room with a couch and a table.jpg,a living room with a couch and a table
../../datasets/Styles/style2/The person is paddling a boat full of people down a narrow river.jpg,The person is paddling a boat full of people down a narrow river
../../datasets/Styles/style2/A man riding a wave on top of a surfboard.jpg,A man riding a wave on top of a surfboard
../../datasets/Styles/style2/Colorful picture of batch of fresh carrots and cauliflower.jpg,Colorful picture of batch of fresh carrots and cauliflower
../../datasets/Styles/style2/A number is painted on the gravel road.jpg,A number is painted on the gravel road
../../datasets/Styles/style2/a hotdog with cheese and onions in a basket.jpg,a hotdog with cheese and onions in a basket
../../datasets/Styles/style2/An aerial view of people playing with a frisbee.jpg,An aerial view of people playing with a frisbee
../../datasets/Styles/style2/A green pasture with cows grazing in it.jpg,A green pasture with cows grazing in it
../../datasets/Styles/style2/Girl with white and pink dress with hat and clock bag.jpg,Girl with white and pink dress with hat and clock bag
../../datasets/Styles/style2/A group of people standing next to each other with ski poles.jpg,A group of people standing next to each other with ski poles
../../datasets/Styles/style2/A woman walking a horse behind a big red truck.jpg,A woman walking a horse behind a big red truck
../../datasets/Styles/style2/An elephant walking down a street with a passenger and driver.jpg,An elephant walking down a street with a passenger and driver
../../datasets/Styles/style2/3 people play in the pool on a hot day.jpg,3 people play in the pool on a hot day
../../datasets/Styles/style2/A very nice looking old style plane in the grass.jpg,A very nice looking old style plane in the grass
../../datasets/Styles/style2/A bed sitting in a bedroom next to luggage.jpg,A bed sitting in a bedroom next to luggage
../../datasets/Styles/style2/A fire truck is following a group of motorcycles down a road with a crowd watching.jpg,A fire truck is following a group of motorcycles down a road with a crowd watching
../../datasets/Styles/style2/man catching a Frisbee while his leg folds backwards.jpg,man catching a Frisbee while his leg folds backwards
../../datasets/Styles/style2/An elephant plays with a tire in its habitat.jpg,An elephant plays with a tire in its habitat
../../datasets/Styles/style2/A green and purple stuffed cat in a pile with other stuffed animals.jpg,A green and purple stuffed cat in a pile with other stuffed animals
../../datasets/Styles/style2/A view of a keyboard with military time and standard time.jpg,A view of a keyboard with military time and standard time
../../datasets/Styles/style2/A woman holding a baby standing at a fence petting a horse on the nose.jpg,A woman holding a baby standing at a fence petting a horse on the nose
../../datasets/Styles/style2/A man riding a surfboard on a wave in the ocean.jpg,A man riding a surfboard on a wave in the ocean
../../datasets/Styles/style2/A group of gauchos attempting to lasso a horse in an arena.jpg,A group of gauchos attempting to lasso a horse in an arena
../../datasets/Styles/style2/A woman looking at an open book away from the stove.jpg,A woman looking at an open book away from the stove
../../datasets/Styles/style2/A stuffed teddy bear is sitting on the bed.jpg,A stuffed teddy bear is sitting on the bed
../../datasets/Styles/style2/the person is putting something into an oven.jpg,the person is putting something into an oven
../../datasets/Styles/style2/The people are waiting to ride their bikes across the road.jpg,The people are waiting to ride their bikes across the road
../../datasets/Styles/style2/The fighter jet is taking off from the runway.jpg,The fighter jet is taking off from the runway
../../datasets/Styles/style2/Skater in tie dye shirt riding over a staircase.jpg,Skater in tie dye shirt riding over a staircase
"../../datasets/Styles/style2/Light green tanker or cargo ship near shore with tug boat on side, near shore.jpg","Light green tanker or cargo ship near shore with tug boat on side, near shore"
../../datasets/Styles/style2/A goat watching a cat walking out of a barn.jpg,A goat watching a cat walking out of a barn
"../../datasets/Styles/style2/A Stop sign displayed just outside a brick building, with Harper spray painted on the sign.jpg","A Stop sign displayed just outside a brick building, with Harper spray painted on the sign"
../../datasets/Styles/style2/The electronic light of the walking signal is red.jpg,The electronic light of the walking signal is red
../../datasets/Styles/style2/Black and white cat lying on grey carpet .jpg,Black and white cat lying on grey carpet 
../../datasets/Styles/style2/A bowl of broccoli with red onions or noodles mixed in.jpg,A bowl of broccoli with red onions or noodles mixed in
../../datasets/Styles/style2/A large crowd came to watch the baseball game.jpg,A large crowd came to watch the baseball game
../../datasets/Styles/style2/Two boys with tennis rackets waving at the camera.jpg,Two boys with tennis rackets waving at the camera
../../datasets/Styles/style2/A lone giraffe stands outside near some houses.jpg,A lone giraffe stands outside near some houses
../../datasets/Styles/style2/A group of drivers proceed through a street as the lights turn green.jpg,A group of drivers proceed through a street as the lights turn green
../../datasets/Styles/style2/there is a double decker bus that is coming up the street.jpg,there is a double decker bus that is coming up the street
../../datasets/Styles/style2/A little kid that is riding on a skateboard.jpg,A little kid that is riding on a skateboard
../../datasets/Styles/style2/The blue lounge chairs are sitting by the side of the pool.jpg,The blue lounge chairs are sitting by the side of the pool
