image,text
../../datasets/FIDStyles/style3/A white toilet with a black seat next to a sink..jpg,A white toilet with a black seat next to a sink.
../../datasets/FIDStyles/style3/A tidy hotel room that has two beds and a flat screen.jpg,A tidy hotel room that has two beds and a flat screen
../../datasets/FIDStyles/style3/a couple of boats that are floating in the water.jpg,a couple of boats that are floating in the water
../../datasets/FIDStyles/style3/Three boats out on the wavy blue water..jpg,Three boats out on the wavy blue water.
../../datasets/FIDStyles/style3/There are some people standing around with broken toielts.jpg,There are some people standing around with broken toielts
../../datasets/FIDStyles/style3/desk with a monitor a keyboard and speakers.jpg,desk with a monitor a keyboard and speakers
../../datasets/FIDStyles/style3/A bus that is sitting in the street under a bridge..jpg,A bus that is sitting in the street under a bridge.
../../datasets/FIDStyles/style3/A cat laying on a cloth surface holding a wii remote between it's paws..jpg,A cat laying on a cloth surface holding a wii remote between it's paws.
../../datasets/FIDStyles/style3/A group of men on a field playing baseball..jpg,A group of men on a field playing baseball.
../../datasets/FIDStyles/style3/A yellow and black bird is perched on a branch from a tree..jpg,A yellow and black bird is perched on a branch from a tree.
../../datasets/FIDStyles/style3/The lady is texting on her cell phone ..jpg,The lady is texting on her cell phone .
../../datasets/FIDStyles/style3/A young man riding a skateboard down a flight of steps..jpg,A young man riding a skateboard down a flight of steps.
../../datasets/FIDStyles/style3/A traveler with a luggage cart at a ticket counter..jpg,A traveler with a luggage cart at a ticket counter.
../../datasets/FIDStyles/style3/A toilet located in a public restroom in a square.jpg,A toilet located in a public restroom in a square
../../datasets/FIDStyles/style3/A wood kitchen table sits next to a stainless fridge..jpg,A wood kitchen table sits next to a stainless fridge.
../../datasets/FIDStyles/style3/a little elephant standing alone next to some rocks.jpg,a little elephant standing alone next to some rocks
../../datasets/FIDStyles/style3/A view of a hotel suite with a view..jpg,A view of a hotel suite with a view.
../../datasets/FIDStyles/style3/a cat and a dog on a bed.jpg,a cat and a dog on a bed
../../datasets/FIDStyles/style3/a girl in a black dress laying on her bed and a black and white teddy bear.jpg,a girl in a black dress laying on her bed and a black and white teddy bear
../../datasets/FIDStyles/style3/a woman in a yellow vest another woman and a brown horse.jpg,a woman in a yellow vest another woman and a brown horse
../../datasets/FIDStyles/style3/A piece of pizza sitting on a pan..jpg,A piece of pizza sitting on a pan.
../../datasets/FIDStyles/style3/A women who is sitting on some luggage..jpg,A women who is sitting on some luggage.
../../datasets/FIDStyles/style3/a young boy is skating outside of a park.jpg,a young boy is skating outside of a park
../../datasets/FIDStyles/style3/A city street at night with cars driving towards a traffic light..jpg,A city street at night with cars driving towards a traffic light.
../../datasets/FIDStyles/style3/There are some people walking with a clown fish kite.jpg,There are some people walking with a clown fish kite
../../datasets/FIDStyles/style3/A small engine plane with a windshield covering on it..jpg,A small engine plane with a windshield covering on it.
../../datasets/FIDStyles/style3/Pancakes are cooking in a skillet on the stove..jpg,Pancakes are cooking in a skillet on the stove.
../../datasets/FIDStyles/style3/A large mirror is on the wall near a dresser with a television on it..jpg,A large mirror is on the wall near a dresser with a television on it.
../../datasets/FIDStyles/style3/A woman looking at a bag of broccoli in the market.jpg,A woman looking at a bag of broccoli in the market
../../datasets/FIDStyles/style3/A child wearing skis standing in the snow on a mountain..jpg,A child wearing skis standing in the snow on a mountain.
../../datasets/FIDStyles/style3/this bathroom is all beige and has a white sink.jpg,this bathroom is all beige and has a white sink
../../datasets/FIDStyles/style3/A woman is riding a motorcycle next to a truck..jpg,A woman is riding a motorcycle next to a truck.
../../datasets/FIDStyles/style3/A woman wearing all black holding a WII remote control..jpg,A woman wearing all black holding a WII remote control.
../../datasets/FIDStyles/style3/A green chalk board sitting next to a wall painting..jpg,A green chalk board sitting next to a wall painting.
../../datasets/FIDStyles/style3/A toilet sits with the lid open in a bathroom..jpg,A toilet sits with the lid open in a bathroom.
../../datasets/FIDStyles/style3/A group of skiers going down a slope..jpg,A group of skiers going down a slope.
../../datasets/FIDStyles/style3/a couple of elephants walk through an open area.jpg,a couple of elephants walk through an open area
../../datasets/FIDStyles/style3/A room that has a television on top of a dresser..jpg,A room that has a television on top of a dresser.
../../datasets/FIDStyles/style3/A man holding a yellow bat while standing next to a  tree..jpg,A man holding a yellow bat while standing next to a  tree.
../../datasets/FIDStyles/style3/Orchids are arranged in a glass bowl with table accents around..jpg,Orchids are arranged in a glass bowl with table accents around.
../../datasets/FIDStyles/style3/A black dog laying in front of the bench cheering a stick..jpg,A black dog laying in front of the bench cheering a stick.
../../datasets/FIDStyles/style3/A black and white color cat posing for a picture..jpg,A black and white color cat posing for a picture.
../../datasets/FIDStyles/style3/A group of people sitting around each other on a couch..jpg,A group of people sitting around each other on a couch.
../../datasets/FIDStyles/style3/A red fire hydrant sitting in the grass near water..jpg,A red fire hydrant sitting in the grass near water.
../../datasets/FIDStyles/style3/Jets at an air show trailing colored smoke.jpg,Jets at an air show trailing colored smoke
../../datasets/FIDStyles/style3/A clock hanging from a pole on a street..jpg,A clock hanging from a pole on a street.
../../datasets/FIDStyles/style3/A man and a woman standing next to each other..jpg,A man and a woman standing next to each other.
../../datasets/FIDStyles/style3/A man waving at a school bus as it's leaving..jpg,A man waving at a school bus as it's leaving.
../../datasets/FIDStyles/style3/A truck drives swiflty near a parked tractor..jpg,A truck drives swiflty near a parked tractor.
../../datasets/FIDStyles/style3/A floor sink for cleaning feet sits in a tiled enclosure..jpg,A floor sink for cleaning feet sits in a tiled enclosure.
../../datasets/FIDStyles/style3/A baby trying to eat the remote control..jpg,A baby trying to eat the remote control.
../../datasets/FIDStyles/style3/An empty bathroom with white fixtures and blue walls..jpg,An empty bathroom with white fixtures and blue walls.
../../datasets/FIDStyles/style3/a boy with a baseball helmet on running in a baseball field..jpg,a boy with a baseball helmet on running in a baseball field.
../../datasets/FIDStyles/style3/A person is looking at a cute cat..jpg,A person is looking at a cute cat.
../../datasets/FIDStyles/style3/A man with a laptop sitting in a bar.jpg,A man with a laptop sitting in a bar
../../datasets/FIDStyles/style3/A large table filled with fruits and a vase of flowers.jpg,A large table filled with fruits and a vase of flowers
../../datasets/FIDStyles/style3/This is a small kitchen in a small apartment..jpg,This is a small kitchen in a small apartment.
../../datasets/FIDStyles/style3/View of a city bus through the side view mirror.jpg,View of a city bus through the side view mirror
../../datasets/FIDStyles/style3/a couple of police officers stand in front of a parking meter.jpg,a couple of police officers stand in front of a parking meter
../../datasets/FIDStyles/style3/a guy carrying a surf board walking on a path.jpg,a guy carrying a surf board walking on a path
../../datasets/FIDStyles/style3/buses pulled over at a bus stop and a red car going down the street.jpg,buses pulled over at a bus stop and a red car going down the street
../../datasets/FIDStyles/style3/A horse pulled carriage on a open street..jpg,A horse pulled carriage on a open street.
../../datasets/FIDStyles/style3/A very nicely dressed man with a brightly colored tie..jpg,A very nicely dressed man with a brightly colored tie.
../../datasets/FIDStyles/style3/The kitchen has wooden chairs and a wooden  table.jpg,The kitchen has wooden chairs and a wooden  table
../../datasets/FIDStyles/style3/Three cat clocks with ticking tails sitting on the side of a wall..jpg,Three cat clocks with ticking tails sitting on the side of a wall.
../../datasets/FIDStyles/style3/An overhead view shows busses parked in a parking lot..jpg,An overhead view shows busses parked in a parking lot.
../../datasets/FIDStyles/style3/A herd of zebra standing and grazing in a green field..jpg,A herd of zebra standing and grazing in a green field.
../../datasets/FIDStyles/style3/Young girl making funny face in residential home..jpg,Young girl making funny face in residential home.
../../datasets/FIDStyles/style3/A man is playing a video game while a little girl watches..jpg,A man is playing a video game while a little girl watches.
../../datasets/FIDStyles/style3/Two bikes with helmets resting against a bench.jpg,Two bikes with helmets resting against a bench
../../datasets/FIDStyles/style3/The people are sitting on the furniture with their parents..jpg,The people are sitting on the furniture with their parents.
../../datasets/FIDStyles/style3/Women in aprons hand things to service men through train windows..jpg,Women in aprons hand things to service men through train windows.
../../datasets/FIDStyles/style3/A child laying on a green matt near tennis balls and a net..jpg,A child laying on a green matt near tennis balls and a net.
../../datasets/FIDStyles/style3/A piece of chocolate cake on a board doesn't look very good..jpg,A piece of chocolate cake on a board doesn't look very good.
../../datasets/FIDStyles/style3/Several cows are pictured grazing in a field..jpg,Several cows are pictured grazing in a field.
../../datasets/FIDStyles/style3/A couch sitting under a window on a hard wood floor..jpg,A couch sitting under a window on a hard wood floor.
../../datasets/FIDStyles/style3/Three oranges are on a black marble table..jpg,Three oranges are on a black marble table.
../../datasets/FIDStyles/style3/A pier sticking out over a large body of water..jpg,A pier sticking out over a large body of water.
../../datasets/FIDStyles/style3/a large group of people with umbrellas walking on a brick road on a rainy day..jpg,a large group of people with umbrellas walking on a brick road on a rainy day.
../../datasets/FIDStyles/style3/A boy prepares to swing for a tee ball..jpg,A boy prepares to swing for a tee ball.
../../datasets/FIDStyles/style3/A clock on a lamp post beside a building..jpg,A clock on a lamp post beside a building.
../../datasets/FIDStyles/style3/A double decker bus driving on a snowy day..jpg,A double decker bus driving on a snowy day.
../../datasets/FIDStyles/style3/A yellow Union Pacific train is on the train tracks..jpg,A yellow Union Pacific train is on the train tracks.
../../datasets/FIDStyles/style3/A very nice looking room with wood panels and a white bed..jpg,A very nice looking room with wood panels and a white bed.
../../datasets/FIDStyles/style3/Skateboarders doing tricks in a skate park near palm trees..jpg,Skateboarders doing tricks in a skate park near palm trees.
../../datasets/FIDStyles/style3/A drink and doughnuts on a tray on a table..jpg,A drink and doughnuts on a tray on a table.
../../datasets/FIDStyles/style3/A man on a motorcycle and a person behind him parked next to a gas station..jpg,A man on a motorcycle and a person behind him parked next to a gas station.
../../datasets/FIDStyles/style3/A white truck driving down a street next to a snow covered field..jpg,A white truck driving down a street next to a snow covered field.
../../datasets/FIDStyles/style3/A fryer cooker with doughnuts sitting beside it..jpg,A fryer cooker with doughnuts sitting beside it.
../../datasets/FIDStyles/style3/A group of elephants out in the wild.jpg,A group of elephants out in the wild
../../datasets/FIDStyles/style3/A elephant inside of a zoo enclosure by water..jpg,A elephant inside of a zoo enclosure by water.
../../datasets/FIDStyles/style3/A cook pulling food out from an oven in a kitchen..jpg,A cook pulling food out from an oven in a kitchen.
../../datasets/FIDStyles/style3/A bike attached to a car bumper with people with luggage in the background..jpg,A bike attached to a car bumper with people with luggage in the background.
../../datasets/FIDStyles/style3/a young girl has fallen trying to ski in the snow.jpg,a young girl has fallen trying to ski in the snow
../../datasets/FIDStyles/style3/A stop sign on a city road with a sign for Vietnamese soup..jpg,A stop sign on a city road with a sign for Vietnamese soup.
../../datasets/FIDStyles/style3/A man riding on a surf board waiting for a wave..jpg,A man riding on a surf board waiting for a wave.
../../datasets/FIDStyles/style3/The young man is practicing riding his skateboard in the parking lot..jpg,The young man is practicing riding his skateboard in the parking lot.
../../datasets/FIDStyles/style3/A vase with a flowers sits next to a window..jpg,A vase with a flowers sits next to a window.
../../datasets/FIDStyles/style3/Two little girls holding teddy bears with bear ears and a bear nose on..jpg,Two little girls holding teddy bears with bear ears and a bear nose on.
../../datasets/FIDStyles/style3/A modern residential bathroom with walk in shower.jpg,A modern residential bathroom with walk in shower
../../datasets/FIDStyles/style3/A pile of oranges sitting on top of each other..jpg,A pile of oranges sitting on top of each other.
../../datasets/FIDStyles/style3/A surf board washes up in a wave..jpg,A surf board washes up in a wave.
../../datasets/FIDStyles/style3/A elephant that is sitting in the grass..jpg,A elephant that is sitting in the grass.
../../datasets/FIDStyles/style3/A brown and white cow with her calf in a farm pasture..jpg,A brown and white cow with her calf in a farm pasture.
../../datasets/FIDStyles/style3/Washing some meat in some sink in the kitchen..jpg,Washing some meat in some sink in the kitchen.
../../datasets/FIDStyles/style3/A couple of women walking down a street holding umbrella..jpg,A couple of women walking down a street holding umbrella.
../../datasets/FIDStyles/style3/A dining room with green walls and a china hutch and a dining room table.jpg,A dining room with green walls and a china hutch and a dining room table
../../datasets/FIDStyles/style3/a bedroom with a big desk and some book shelves.jpg,a bedroom with a big desk and some book shelves
../../datasets/FIDStyles/style3/Pushing the number one button on a remote..jpg,Pushing the number one button on a remote.
../../datasets/FIDStyles/style3/A person sitting at a desk working on a laptop..jpg,A person sitting at a desk working on a laptop.
../../datasets/FIDStyles/style3/A person that is on a skateboard in a hall..jpg,A person that is on a skateboard in a hall.
../../datasets/FIDStyles/style3/A couple of boats sitting on top of a beach next to the ocean..jpg,A couple of boats sitting on top of a beach next to the ocean.
../../datasets/FIDStyles/style3/a paper plate with a slice of cake on it.jpg,a paper plate with a slice of cake on it
../../datasets/FIDStyles/style3/A cat sitting on a table drinking out of a coffee cup..jpg,A cat sitting on a table drinking out of a coffee cup.
../../datasets/FIDStyles/style3/A coast guard airplane unloading a truck with farm equipment..jpg,A coast guard airplane unloading a truck with farm equipment.
../../datasets/FIDStyles/style3/Swedish meatballs and broccoli on a white plate.jpg,Swedish meatballs and broccoli on a white plate
../../datasets/FIDStyles/style3/A big blue truck driving on a street..jpg,A big blue truck driving on a street.
../../datasets/FIDStyles/style3/some lights blurring next to the big ben tower.jpg,some lights blurring next to the big ben tower
../../datasets/FIDStyles/style3/A train traveling next to a tall wall..jpg,A train traveling next to a tall wall.
"../../datasets/FIDStyles/style3/A glass of water, pitcher of tea, and a vase with flowers on a table.jpg","A glass of water, pitcher of tea, and a vase with flowers on a table"
../../datasets/FIDStyles/style3/Two people in the living area of an RV..jpg,Two people in the living area of an RV.
../../datasets/FIDStyles/style3/A young woman lunging for a tennis ball while playing tennis.jpg,A young woman lunging for a tennis ball while playing tennis
../../datasets/FIDStyles/style3/A tall white building sitting across from a forest..jpg,A tall white building sitting across from a forest.
"../../datasets/FIDStyles/style3/A man holding a surfboard, and posing for the camera..jpg","A man holding a surfboard, and posing for the camera."
../../datasets/FIDStyles/style3/A man leaning up against a kitchen counter.jpg,A man leaning up against a kitchen counter
../../datasets/FIDStyles/style3/A street scene looking at a clock on a pole..jpg,A street scene looking at a clock on a pole.
../../datasets/FIDStyles/style3/A bus opens its doors as it stands next to a sidewalk..jpg,A bus opens its doors as it stands next to a sidewalk.
../../datasets/FIDStyles/style3/A red stop sign mounted to the side of a pole..jpg,A red stop sign mounted to the side of a pole.
../../datasets/FIDStyles/style3/A baseball player in uniform holding a bat..jpg,A baseball player in uniform holding a bat.
../../datasets/FIDStyles/style3/Several large passenger airplanes on a runway parked near pedestrian traffic..jpg,Several large passenger airplanes on a runway parked near pedestrian traffic.
../../datasets/FIDStyles/style3/An elephant touches his trunk to a woman's hand..jpg,An elephant touches his trunk to a woman's hand.
../../datasets/FIDStyles/style3/A mototcyclist makes his way down a dirt road..jpg,A mototcyclist makes his way down a dirt road.
../../datasets/FIDStyles/style3/A yellow small truck parked by the side of the street..jpg,A yellow small truck parked by the side of the street.
../../datasets/FIDStyles/style3/A young man doing a trick on a skateboard..jpg,A young man doing a trick on a skateboard.
../../datasets/FIDStyles/style3/The man is riding his skateboard threw the course outside..jpg,The man is riding his skateboard threw the course outside.
../../datasets/FIDStyles/style3/The yellow hydrant has been opened and water spills into the street..jpg,The yellow hydrant has been opened and water spills into the street.
../../datasets/FIDStyles/style3/A propeller plane that is parked by a tree..jpg,A propeller plane that is parked by a tree.
../../datasets/FIDStyles/style3/A train riding along the tracks with green grass on both sides..jpg,A train riding along the tracks with green grass on both sides.
../../datasets/FIDStyles/style3/People are in a restaurant eating small sandwiches..jpg,People are in a restaurant eating small sandwiches.
../../datasets/FIDStyles/style3/THERE ARE TWO COWS THAT ARE OUT ON THE FIELD.jpg,THERE ARE TWO COWS THAT ARE OUT ON THE FIELD
../../datasets/FIDStyles/style3/Someone walking down an aisle in a grocery store..jpg,Someone walking down an aisle in a grocery store.
../../datasets/FIDStyles/style3/A large crowd has gathered near many bushels of bananas..jpg,A large crowd has gathered near many bushels of bananas.
../../datasets/FIDStyles/style3/A red stop sign sitting on the side of a road..jpg,A red stop sign sitting on the side of a road.
../../datasets/FIDStyles/style3/The laptop computer is sitting on the restaurant table..jpg,The laptop computer is sitting on the restaurant table.
../../datasets/FIDStyles/style3/There are a bunch of papers on top of a laptop.jpg,There are a bunch of papers on top of a laptop
../../datasets/FIDStyles/style3/Three pictures of an airplane flying and the middle picture has a yellow tint..jpg,Three pictures of an airplane flying and the middle picture has a yellow tint.
../../datasets/FIDStyles/style3/A train is moving along the track in the countryside..jpg,A train is moving along the track in the countryside.
../../datasets/FIDStyles/style3/The tablet is next to the desktop computer on the desk..jpg,The tablet is next to the desktop computer on the desk.
../../datasets/FIDStyles/style3/A couple of bears are playing in the water.jpg,A couple of bears are playing in the water
../../datasets/FIDStyles/style3/A bunch of broccoli that is on a cutting board..jpg,A bunch of broccoli that is on a cutting board.
../../datasets/FIDStyles/style3/Three people on racing motor cycles driving down a road..jpg,Three people on racing motor cycles driving down a road.
../../datasets/FIDStyles/style3/this is a table with a vase oin it.jpg,this is a table with a vase oin it
../../datasets/FIDStyles/style3/A black an white image of a man and woman playing frisbee..jpg,A black an white image of a man and woman playing frisbee.
../../datasets/FIDStyles/style3/A man guides a dog to herd sheep..jpg,A man guides a dog to herd sheep.
../../datasets/FIDStyles/style3/A boy wearing a cap holding a cupcake.jpg,A boy wearing a cap holding a cupcake
../../datasets/FIDStyles/style3/A bear foraging in the woods for food.jpg,A bear foraging in the woods for food
../../datasets/FIDStyles/style3/A man on a skateboard on a rail.jpg,A man on a skateboard on a rail
../../datasets/FIDStyles/style3/Two passengers planes are show with ANA on their tails..jpg,Two passengers planes are show with ANA on their tails.
"../../datasets/FIDStyles/style3/A meal at a diner, including baked goods and drinks..jpg","A meal at a diner, including baked goods and drinks."
../../datasets/FIDStyles/style3/This is a breakfast of doughnut and coffee..jpg,This is a breakfast of doughnut and coffee.
../../datasets/FIDStyles/style3/A sail boat traveling over a body of water..jpg,A sail boat traveling over a body of water.
../../datasets/FIDStyles/style3/Animals are in a special area at the zoo..jpg,Animals are in a special area at the zoo.
../../datasets/FIDStyles/style3/Two men with snowboards that are in the snow..jpg,Two men with snowboards that are in the snow.
../../datasets/FIDStyles/style3/A small bear is chewing on branches in the tree..jpg,A small bear is chewing on branches in the tree.
../../datasets/FIDStyles/style3/A laptop on a desk with the edges of the photo blurred out..jpg,A laptop on a desk with the edges of the photo blurred out.
../../datasets/FIDStyles/style3/We see a plate of appetizing looking vegetables..jpg,We see a plate of appetizing looking vegetables.
../../datasets/FIDStyles/style3/A little girl is playing with a basketball.jpg,A little girl is playing with a basketball
../../datasets/FIDStyles/style3/a surfer wearing a yellow and blue top is doing a trick.jpg,a surfer wearing a yellow and blue top is doing a trick
../../datasets/FIDStyles/style3/A group of people standing around in a parking lot..jpg,A group of people standing around in a parking lot.
../../datasets/FIDStyles/style3/Two giraffes that are standing up near each other..jpg,Two giraffes that are standing up near each other.
../../datasets/FIDStyles/style3/two children are playing with a ball in the grass.jpg,two children are playing with a ball in the grass
../../datasets/FIDStyles/style3/a cheese pizza with tomatoes ham and other green toppings.jpg,a cheese pizza with tomatoes ham and other green toppings
../../datasets/FIDStyles/style3/A motorcycle cop parks on the street in front of a crowd..jpg,A motorcycle cop parks on the street in front of a crowd.
../../datasets/FIDStyles/style3/a man walks to the ocean while holding a surf board.jpg,a man walks to the ocean while holding a surf board
../../datasets/FIDStyles/style3/A young man listening to music while working on a laptop..jpg,A young man listening to music while working on a laptop.
../../datasets/FIDStyles/style3/A green fire hydrant sitting next to a man hole..jpg,A green fire hydrant sitting next to a man hole.
../../datasets/FIDStyles/style3/A train pulling into a station while on the track..jpg,A train pulling into a station while on the track.
"../../datasets/FIDStyles/style3/This ""No Parking"" sign can't possibly be missed..jpg","This ""No Parking"" sign can't possibly be missed."
../../datasets/FIDStyles/style3/A horse is anxious as people pet him..jpg,A horse is anxious as people pet him.
../../datasets/FIDStyles/style3/Two images show a man reaching out to hit a tennis ball with a racket..jpg,Two images show a man reaching out to hit a tennis ball with a racket.
../../datasets/FIDStyles/style3/People are sitting at a table with several dogs on the floor around the table..jpg,People are sitting at a table with several dogs on the floor around the table.
../../datasets/FIDStyles/style3/A male cow walking down a street with shanties.jpg,A male cow walking down a street with shanties
../../datasets/FIDStyles/style3/A young woman in a blue dress standing in front of parked bicycles..jpg,A young woman in a blue dress standing in front of parked bicycles.
../../datasets/FIDStyles/style3/A shot of a mildly lit living room..jpg,A shot of a mildly lit living room.
"../../datasets/FIDStyles/style3/Some men prepare food in a kitchen, while others wait..jpg","Some men prepare food in a kitchen, while others wait."
../../datasets/FIDStyles/style3/Laptop computer sitting on top of a cutting board..jpg,Laptop computer sitting on top of a cutting board.
../../datasets/FIDStyles/style3/An oven built into a wall with several baskets and logs and loaves of bread nearby..jpg,An oven built into a wall with several baskets and logs and loaves of bread nearby.
"../../datasets/FIDStyles/style3/Against a background of mostly sky and the suggestion of a field dotted at one end with trees, stands a frowning man with his arms crosses, who is looking away from a large string of multicolored kites floating right beside him..jpg","Against a background of mostly sky and the suggestion of a field dotted at one end with trees, stands a frowning man with his arms crosses, who is looking away from a large string of multicolored kites floating right beside him."
../../datasets/FIDStyles/style3/Some white flowers are sitting in a white vase..jpg,Some white flowers are sitting in a white vase.
../../datasets/FIDStyles/style3/A group of people sitting on top of a sandy beach..jpg,A group of people sitting on top of a sandy beach.
../../datasets/FIDStyles/style3/Old time outdoor clock in front of the American flag.jpg,Old time outdoor clock in front of the American flag
../../datasets/FIDStyles/style3/Two female skateboarders are standing on he street corner..jpg,Two female skateboarders are standing on he street corner.
../../datasets/FIDStyles/style3/Four old trunks are piled up with two wicker baskets on top..jpg,Four old trunks are piled up with two wicker baskets on top.
../../datasets/FIDStyles/style3/A couple of lamps hanging off the side of a red wall..jpg,A couple of lamps hanging off the side of a red wall.
../../datasets/FIDStyles/style3/A man standing on some rocks with a tube to his mouth..jpg,A man standing on some rocks with a tube to his mouth.
../../datasets/FIDStyles/style3/A person with an umbrella standing on a rainy street side..jpg,A person with an umbrella standing on a rainy street side.
../../datasets/FIDStyles/style3/A group of children playing with frisbees in a room with a few people sitting in chairs watching them..jpg,A group of children playing with frisbees in a room with a few people sitting in chairs watching them.
../../datasets/FIDStyles/style3/a close up of two horses standing near one another.jpg,a close up of two horses standing near one another
../../datasets/FIDStyles/style3/Three policemen on horses on a city street..jpg,Three policemen on horses on a city street.
../../datasets/FIDStyles/style3/A baby sits in the sand as men stand in shorts in the background..jpg,A baby sits in the sand as men stand in shorts in the background.
../../datasets/FIDStyles/style3/A dog jumping in the air with a frisbee in its mouth..jpg,A dog jumping in the air with a frisbee in its mouth.
../../datasets/FIDStyles/style3/a bowl of pasta and broccoli with a fork.jpg,a bowl of pasta and broccoli with a fork
../../datasets/FIDStyles/style3/A yellow truck carrying a heavy load is in a parking lot..jpg,A yellow truck carrying a heavy load is in a parking lot.
../../datasets/FIDStyles/style3/A man is holding a wire and sliding on water..jpg,A man is holding a wire and sliding on water.
../../datasets/FIDStyles/style3/An empty intersection with traffic lights on poles..jpg,An empty intersection with traffic lights on poles.
../../datasets/FIDStyles/style3/A man on the beach taking something out of a sailboat..jpg,A man on the beach taking something out of a sailboat.
../../datasets/FIDStyles/style3/a man decorating a cake at a birthday party.jpg,a man decorating a cake at a birthday party
../../datasets/FIDStyles/style3/living room of a house with no one home.jpg,living room of a house with no one home
../../datasets/FIDStyles/style3/There is a man holding a cat but there's something on the cat..jpg,There is a man holding a cat but there's something on the cat.
../../datasets/FIDStyles/style3/A man riding a silver motorcycle down a street..jpg,A man riding a silver motorcycle down a street.
../../datasets/FIDStyles/style3/A bus pulls up to a bus stop while people wait for it..jpg,A bus pulls up to a bus stop while people wait for it.
../../datasets/FIDStyles/style3/An elephant in a rock enclosure takes a drink from a pond..jpg,An elephant in a rock enclosure takes a drink from a pond.
../../datasets/FIDStyles/style3/a person driving a motorcycle with another person riding next to them in an attached side car on a race track..jpg,a person driving a motorcycle with another person riding next to them in an attached side car on a race track.
../../datasets/FIDStyles/style3/A meat and veggie dish on a blue plate.jpg,A meat and veggie dish on a blue plate
../../datasets/FIDStyles/style3/A cat standing on a toilet seat drinking from the toilet..jpg,A cat standing on a toilet seat drinking from the toilet.
../../datasets/FIDStyles/style3/A big church with a clock on the front and side of it.jpg,A big church with a clock on the front and side of it
../../datasets/FIDStyles/style3/Lone football player in a white uniform sitting on a bench..jpg,Lone football player in a white uniform sitting on a bench.
../../datasets/FIDStyles/style3/there s a male skate boarder riding on the street.jpg,there s a male skate boarder riding on the street
../../datasets/FIDStyles/style3/A public restroom scene with focus on the toilet and toilet paper..jpg,A public restroom scene with focus on the toilet and toilet paper.
../../datasets/FIDStyles/style3/A cat sitting in front of a microwave..jpg,A cat sitting in front of a microwave.
../../datasets/FIDStyles/style3/a man with a foot in the air while he hits a tennis ball.jpg,a man with a foot in the air while he hits a tennis ball
../../datasets/FIDStyles/style3/A lot of people in line for food at a food truck..jpg,A lot of people in line for food at a food truck.
../../datasets/FIDStyles/style3/A dog playing with a frisbee on a field of snow..jpg,A dog playing with a frisbee on a field of snow.
../../datasets/FIDStyles/style3/A man standing next to a horse with a lasso..jpg,A man standing next to a horse with a lasso.
../../datasets/FIDStyles/style3/A man riding a horse near a sheep in a field..jpg,A man riding a horse near a sheep in a field.
../../datasets/FIDStyles/style3/A passenger bus that has pulled up to the curb of a street..jpg,A passenger bus that has pulled up to the curb of a street.
../../datasets/FIDStyles/style3/some broccoli sits in front of a sign.jpg,some broccoli sits in front of a sign
../../datasets/FIDStyles/style3/A horse stands at the edge of a cliff looking down..jpg,A horse stands at the edge of a cliff looking down.
../../datasets/FIDStyles/style3/A group of zebras walking among the tall grass..jpg,A group of zebras walking among the tall grass.
../../datasets/FIDStyles/style3/A vase holding a handful of pink and yellow flowers.jpg,A vase holding a handful of pink and yellow flowers
../../datasets/FIDStyles/style3/A room that has wooden floors and a brick fireplace with a wicker basket next to it and a floor lamp that is on..jpg,A room that has wooden floors and a brick fireplace with a wicker basket next to it and a floor lamp that is on.
../../datasets/FIDStyles/style3/A group of people riding skis on top of snow covered slope..jpg,A group of people riding skis on top of snow covered slope.
../../datasets/FIDStyles/style3/A wooden bench sitting in a forest covered in green grass..jpg,A wooden bench sitting in a forest covered in green grass.
../../datasets/FIDStyles/style3/a desk with a computers and a keyboard resting on it.jpg,a desk with a computers and a keyboard resting on it
../../datasets/FIDStyles/style3/a bathroom with a toilet and some rolls of toilet paper in it.jpg,a bathroom with a toilet and some rolls of toilet paper in it
../../datasets/FIDStyles/style3/two small air planes in a field of green grass.jpg,two small air planes in a field of green grass
../../datasets/FIDStyles/style3/A tennis player prepares to serve the ball..jpg,A tennis player prepares to serve the ball.
../../datasets/FIDStyles/style3/A piece of bread with vegetable standing on the beach..jpg,A piece of bread with vegetable standing on the beach.
../../datasets/FIDStyles/style3/A cow is grazing in an open field..jpg,A cow is grazing in an open field.
../../datasets/FIDStyles/style3/A fire truck sits on the street under a tree..jpg,A fire truck sits on the street under a tree.
../../datasets/FIDStyles/style3/a couple of chairs in front of a wooden table.jpg,a couple of chairs in front of a wooden table
../../datasets/FIDStyles/style3/Two adult elephants and one baby elephant walking in a grassy area..jpg,Two adult elephants and one baby elephant walking in a grassy area.
../../datasets/FIDStyles/style3/The people have there umbrella's  in the rain..jpg,The people have there umbrella's  in the rain.
../../datasets/FIDStyles/style3/An outdoor market located on a river with boats loaded with goods..jpg,An outdoor market located on a river with boats loaded with goods.
../../datasets/FIDStyles/style3/A stuffed dog animal sitting on top of a bed..jpg,A stuffed dog animal sitting on top of a bed.
../../datasets/FIDStyles/style3/A photo of a wooden bench underneath a tree..jpg,A photo of a wooden bench underneath a tree.
../../datasets/FIDStyles/style3/a group of skiiers go down a snowy hill.jpg,a group of skiiers go down a snowy hill
../../datasets/FIDStyles/style3/A couple of people standing on a tennis court holding racquet..jpg,A couple of people standing on a tennis court holding racquet.
../../datasets/FIDStyles/style3/Zebras in captivity illuminated by lights in their enclosure..jpg,Zebras in captivity illuminated by lights in their enclosure.
