image,text
../../datasets/FIDStyles/style0/A white truck driving down a street next to a snow covered field..jpg,A white truck driving down a street next to a snow covered field.
../../datasets/FIDStyles/style0/A fryer cooker with doughnuts sitting beside it..jpg,A fryer cooker with doughnuts sitting beside it.
../../datasets/FIDStyles/style0/two public transit buses on a city street.jpg,two public transit buses on a city street
../../datasets/FIDStyles/style0/A skateboarder in a blue shirt does a jump trick in front of large boxes..jpg,A skateboarder in a blue shirt does a jump trick in front of large boxes.
../../datasets/FIDStyles/style0/Old photograph of professional baseball players standing next to each other..jpg,Old photograph of professional baseball players standing next to each other.
../../datasets/FIDStyles/style0/A group of elephants out in the wild.jpg,A group of elephants out in the wild
../../datasets/FIDStyles/style0/A elephant inside of a zoo enclosure by water..jpg,A elephant inside of a zoo enclosure by water.
../../datasets/FIDStyles/style0/A cook pulling food out from an oven in a kitchen..jpg,A cook pulling food out from an oven in a kitchen.
../../datasets/FIDStyles/style0/A bike attached to a car bumper with people with luggage in the background..jpg,A bike attached to a car bumper with people with luggage in the background.
../../datasets/FIDStyles/style0/A lady smiling and holding out a cell phone..jpg,A lady smiling and holding out a cell phone.
../../datasets/FIDStyles/style0/The surfer is shredding a really rough wave..jpg,The surfer is shredding a really rough wave.
../../datasets/FIDStyles/style0/A fire hydrant sitting next to a wooden bench..jpg,A fire hydrant sitting next to a wooden bench.
../../datasets/FIDStyles/style0/a young girl has fallen trying to ski in the snow.jpg,a young girl has fallen trying to ski in the snow
../../datasets/FIDStyles/style0/a bus sitting at a stop waiting for passengers.jpg,a bus sitting at a stop waiting for passengers
../../datasets/FIDStyles/style0/A stop sign on a city road with a sign for Vietnamese soup..jpg,A stop sign on a city road with a sign for Vietnamese soup.
"../../datasets/FIDStyles/style0/A plate with cooked broccoli, fried eggs and fish sticks,.jpg","A plate with cooked broccoli, fried eggs and fish sticks,"
../../datasets/FIDStyles/style0/A red building with a red truck parked next to it..jpg,A red building with a red truck parked next to it.
../../datasets/FIDStyles/style0/A man riding on a surf board waiting for a wave..jpg,A man riding on a surf board waiting for a wave.
../../datasets/FIDStyles/style0/A closeup of a donut on a plate.jpg,A closeup of a donut on a plate
"../../datasets/FIDStyles/style0/An apple on the ground, and an orange on the ground in a picture beside it..jpg","An apple on the ground, and an orange on the ground in a picture beside it."
../../datasets/FIDStyles/style0/The young man is practicing riding his skateboard in the parking lot..jpg,The young man is practicing riding his skateboard in the parking lot.
../../datasets/FIDStyles/style0/A knife is on top of a plated sandwich..jpg,A knife is on top of a plated sandwich.
../../datasets/FIDStyles/style0/A vase with a flowers sits next to a window..jpg,A vase with a flowers sits next to a window.
../../datasets/FIDStyles/style0/This is a photo of three fighter jets flying in a line..jpg,This is a photo of three fighter jets flying in a line.
../../datasets/FIDStyles/style0/Multiple shots of the inside of a bathroom..jpg,Multiple shots of the inside of a bathroom.
../../datasets/FIDStyles/style0/Two little girls holding teddy bears with bear ears and a bear nose on..jpg,Two little girls holding teddy bears with bear ears and a bear nose on.
../../datasets/FIDStyles/style0/A snow boarder is going down a slope in the snow..jpg,A snow boarder is going down a slope in the snow.
../../datasets/FIDStyles/style0/A skier is skiing down hill in the snow..jpg,A skier is skiing down hill in the snow.
../../datasets/FIDStyles/style0/A modern residential bathroom with walk in shower.jpg,A modern residential bathroom with walk in shower
../../datasets/FIDStyles/style0/A pile of oranges sitting on top of each other..jpg,A pile of oranges sitting on top of each other.
../../datasets/FIDStyles/style0/A surf board washes up in a wave..jpg,A surf board washes up in a wave.
../../datasets/FIDStyles/style0/a woman slicing a tomato next to a pan full of food.jpg,a woman slicing a tomato next to a pan full of food
../../datasets/FIDStyles/style0/A elephant that is sitting in the grass..jpg,A elephant that is sitting in the grass.
../../datasets/FIDStyles/style0/a couple of big buildings next to each other.jpg,a couple of big buildings next to each other
../../datasets/FIDStyles/style0/A brown and white cow with her calf in a farm pasture..jpg,A brown and white cow with her calf in a farm pasture.
../../datasets/FIDStyles/style0/Washing some meat in some sink in the kitchen..jpg,Washing some meat in some sink in the kitchen.
../../datasets/FIDStyles/style0/A couple of women walking down a street holding umbrella..jpg,A couple of women walking down a street holding umbrella.
"../../datasets/FIDStyles/style0/A bowl with bananas, avocados, peaches, and tangerines..jpg","A bowl with bananas, avocados, peaches, and tangerines."
../../datasets/FIDStyles/style0/a sign for central park parking with multiple languages on it.jpg,a sign for central park parking with multiple languages on it
../../datasets/FIDStyles/style0/Some hotdogs and plates are on a table..jpg,Some hotdogs and plates are on a table.
../../datasets/FIDStyles/style0/A white vase has colorful flowers beside it..jpg,A white vase has colorful flowers beside it.
../../datasets/FIDStyles/style0/A dining room with green walls and a china hutch and a dining room table.jpg,A dining room with green walls and a china hutch and a dining room table
../../datasets/FIDStyles/style0/A man dressed up as a demon on a cell phone..jpg,A man dressed up as a demon on a cell phone.
../../datasets/FIDStyles/style0/a bedroom with a big desk and some book shelves.jpg,a bedroom with a big desk and some book shelves
../../datasets/FIDStyles/style0/Pushing the number one button on a remote..jpg,Pushing the number one button on a remote.
../../datasets/FIDStyles/style0/two little league players talking to each other in the outfield.jpg,two little league players talking to each other in the outfield
../../datasets/FIDStyles/style0/two animals are eating grass while standing together.jpg,two animals are eating grass while standing together
../../datasets/FIDStyles/style0/A person sitting at a desk working on a laptop..jpg,A person sitting at a desk working on a laptop.
../../datasets/FIDStyles/style0/Vintage black and white photo of people in 1040s outfits standing on a city street with a zebra..jpg,Vintage black and white photo of people in 1040s outfits standing on a city street with a zebra.
../../datasets/FIDStyles/style0/A person that is on a skateboard in a hall..jpg,A person that is on a skateboard in a hall.
../../datasets/FIDStyles/style0/an egg on top of half a pizza.jpg,an egg on top of half a pizza
../../datasets/FIDStyles/style0/A couple of people are riding horses on a beach..jpg,A couple of people are riding horses on a beach.
"../../datasets/FIDStyles/style0/A view of a pizza up close, it appears to have spinach in it..jpg","A view of a pizza up close, it appears to have spinach in it."
../../datasets/FIDStyles/style0/A couple of boats sitting on top of a beach next to the ocean..jpg,A couple of boats sitting on top of a beach next to the ocean.
../../datasets/FIDStyles/style0/a paper plate with a slice of cake on it.jpg,a paper plate with a slice of cake on it
../../datasets/FIDStyles/style0/A double decker bus driving down the street..jpg,A double decker bus driving down the street.
../../datasets/FIDStyles/style0/a dog is getting ready to lay down in his dog bed.jpg,a dog is getting ready to lay down in his dog bed
../../datasets/FIDStyles/style0/A cat sitting on a table drinking out of a coffee cup..jpg,A cat sitting on a table drinking out of a coffee cup.
../../datasets/FIDStyles/style0/a white toilet with two toilet paper rolls.jpg,a white toilet with two toilet paper rolls
../../datasets/FIDStyles/style0/A coast guard airplane unloading a truck with farm equipment..jpg,A coast guard airplane unloading a truck with farm equipment.
../../datasets/FIDStyles/style0/A very cute girl on a bed with a phone and a stuffed animal..jpg,A very cute girl on a bed with a phone and a stuffed animal.
../../datasets/FIDStyles/style0/Swedish meatballs and broccoli on a white plate.jpg,Swedish meatballs and broccoli on a white plate
../../datasets/FIDStyles/style0/A big blue truck driving on a street..jpg,A big blue truck driving on a street.
../../datasets/FIDStyles/style0/A black and white cow laying head on grass next to water..jpg,A black and white cow laying head on grass next to water.
../../datasets/FIDStyles/style0/a living room with a couch a chair and tv.jpg,a living room with a couch a chair and tv
../../datasets/FIDStyles/style0/Two pizza pies sitting on a table ready to eat..jpg,Two pizza pies sitting on a table ready to eat.
../../datasets/FIDStyles/style0/some lights blurring next to the big ben tower.jpg,some lights blurring next to the big ben tower
../../datasets/FIDStyles/style0/A train traveling next to a tall wall..jpg,A train traveling next to a tall wall.
../../datasets/FIDStyles/style0/We are looking at a view of a modern kitchen..jpg,We are looking at a view of a modern kitchen.
"../../datasets/FIDStyles/style0/A glass of water, pitcher of tea, and a vase with flowers on a table.jpg","A glass of water, pitcher of tea, and a vase with flowers on a table"
../../datasets/FIDStyles/style0/A man is overtaken by a cluster of bananas..jpg,A man is overtaken by a cluster of bananas.
../../datasets/FIDStyles/style0/A container with with soup and an egg on top..jpg,A container with with soup and an egg on top.
../../datasets/FIDStyles/style0/Two people in the living area of an RV..jpg,Two people in the living area of an RV.
../../datasets/FIDStyles/style0/A child running through a field with a kite..jpg,A child running through a field with a kite.
../../datasets/FIDStyles/style0/A young woman lunging for a tennis ball while playing tennis.jpg,A young woman lunging for a tennis ball while playing tennis
../../datasets/FIDStyles/style0/A bearded man with a bag with a blazer.jpg,A bearded man with a bag with a blazer
../../datasets/FIDStyles/style0/A herd of wild animals walking along a body of water..jpg,A herd of wild animals walking along a body of water.
../../datasets/FIDStyles/style0/A tall white building sitting across from a forest..jpg,A tall white building sitting across from a forest.
"../../datasets/FIDStyles/style0/A man holding a surfboard, and posing for the camera..jpg","A man holding a surfboard, and posing for the camera."
../../datasets/FIDStyles/style0/A man leaning up against a kitchen counter.jpg,A man leaning up against a kitchen counter
../../datasets/FIDStyles/style0/A street scene looking at a clock on a pole..jpg,A street scene looking at a clock on a pole.
../../datasets/FIDStyles/style0/A slice of cake sitting on top of a white plate..jpg,A slice of cake sitting on top of a white plate.
../../datasets/FIDStyles/style0/A puppy asleep on a cushion with its chin in a shoe..jpg,A puppy asleep on a cushion with its chin in a shoe.
../../datasets/FIDStyles/style0/A propeller airplane flying very low over the top of an airport..jpg,A propeller airplane flying very low over the top of an airport.
../../datasets/FIDStyles/style0/A bus opens its doors as it stands next to a sidewalk..jpg,A bus opens its doors as it stands next to a sidewalk.
../../datasets/FIDStyles/style0/A large freezer refrigerator combo sitting in a kitchen next to a water dispenser..jpg,A large freezer refrigerator combo sitting in a kitchen next to a water dispenser.
../../datasets/FIDStyles/style0/A red stop sign mounted to the side of a pole..jpg,A red stop sign mounted to the side of a pole.
../../datasets/FIDStyles/style0/A baseball player in uniform holding a bat..jpg,A baseball player in uniform holding a bat.
../../datasets/FIDStyles/style0/the suitcase has many different things in it.jpg,the suitcase has many different things in it
../../datasets/FIDStyles/style0/A plate full of deserts sitting on a wooden table..jpg,A plate full of deserts sitting on a wooden table.
../../datasets/FIDStyles/style0/A CAT IS LYING ON THE BED.jpg,A CAT IS LYING ON THE BED
../../datasets/FIDStyles/style0/Several large passenger airplanes on a runway parked near pedestrian traffic..jpg,Several large passenger airplanes on a runway parked near pedestrian traffic.
../../datasets/FIDStyles/style0/A painting on the side of a white refrigerator freezer..jpg,A painting on the side of a white refrigerator freezer.
../../datasets/FIDStyles/style0/An elephant touches his trunk to a woman's hand..jpg,An elephant touches his trunk to a woman's hand.
../../datasets/FIDStyles/style0/A mototcyclist makes his way down a dirt road..jpg,A mototcyclist makes his way down a dirt road.
../../datasets/FIDStyles/style0/An arrangement or orchids and greenery in a flower pot..jpg,An arrangement or orchids and greenery in a flower pot.
../../datasets/FIDStyles/style0/A yellow small truck parked by the side of the street..jpg,A yellow small truck parked by the side of the street.
../../datasets/FIDStyles/style0/A road intersection with several traffic lights near some buildings..jpg,A road intersection with several traffic lights near some buildings.
../../datasets/FIDStyles/style0/Various luggage tagged and stored on numbered shelves.jpg,Various luggage tagged and stored on numbered shelves
../../datasets/FIDStyles/style0/A young man doing a trick on a skateboard..jpg,A young man doing a trick on a skateboard.
../../datasets/FIDStyles/style0/A man swinging a baseball bat at a ball on a field..jpg,A man swinging a baseball bat at a ball on a field.
../../datasets/FIDStyles/style0/A couple of giraffe standing in the tall grass..jpg,A couple of giraffe standing in the tall grass.
../../datasets/FIDStyles/style0/The man is riding his skateboard threw the course outside..jpg,The man is riding his skateboard threw the course outside.
../../datasets/FIDStyles/style0/The yellow hydrant has been opened and water spills into the street..jpg,The yellow hydrant has been opened and water spills into the street.
../../datasets/FIDStyles/style0/A propeller plane that is parked by a tree..jpg,A propeller plane that is parked by a tree.
../../datasets/FIDStyles/style0/A lot of red apples are put in a box..jpg,A lot of red apples are put in a box.
../../datasets/FIDStyles/style0/A clock tower looming above infrastructure at night..jpg,A clock tower looming above infrastructure at night.
../../datasets/FIDStyles/style0/A chef preparing something in a big kitchen..jpg,A chef preparing something in a big kitchen.
../../datasets/FIDStyles/style0/A train riding along the tracks with green grass on both sides..jpg,A train riding along the tracks with green grass on both sides.
../../datasets/FIDStyles/style0/A dog is laying next to a fake doughnut..jpg,A dog is laying next to a fake doughnut.
../../datasets/FIDStyles/style0/People are in a restaurant eating small sandwiches..jpg,People are in a restaurant eating small sandwiches.
../../datasets/FIDStyles/style0/A bed room with two beds and a television on a table..jpg,A bed room with two beds and a television on a table.
../../datasets/FIDStyles/style0/THERE ARE TWO COWS THAT ARE OUT ON THE FIELD.jpg,THERE ARE TWO COWS THAT ARE OUT ON THE FIELD
../../datasets/FIDStyles/style0/A group of pretty women standing around a table filled with food..jpg,A group of pretty women standing around a table filled with food.
../../datasets/FIDStyles/style0/Someone walking down an aisle in a grocery store..jpg,Someone walking down an aisle in a grocery store.
../../datasets/FIDStyles/style0/A tall giraffe walking in the sand to the water.jpg,A tall giraffe walking in the sand to the water
../../datasets/FIDStyles/style0/A bus with passengers on a busy street..jpg,A bus with passengers on a busy street.
../../datasets/FIDStyles/style0/A large crowd has gathered near many bushels of bananas..jpg,A large crowd has gathered near many bushels of bananas.
../../datasets/FIDStyles/style0/A red stop sign sitting on the side of a road..jpg,A red stop sign sitting on the side of a road.
../../datasets/FIDStyles/style0/Some skiers taking a break together in the snow..jpg,Some skiers taking a break together in the snow.
../../datasets/FIDStyles/style0/A woman riding a motorcycle showing a sign with her hands.jpg,A woman riding a motorcycle showing a sign with her hands
../../datasets/FIDStyles/style0/The man is holding the rope for a child who is wakeboarding..jpg,The man is holding the rope for a child who is wakeboarding.
../../datasets/FIDStyles/style0/The laptop computer is sitting on the restaurant table..jpg,The laptop computer is sitting on the restaurant table.
../../datasets/FIDStyles/style0/There are a bunch of papers on top of a laptop.jpg,There are a bunch of papers on top of a laptop
../../datasets/FIDStyles/style0/A group of oranges and apples are sitting in a bowl on table with red cloth..jpg,A group of oranges and apples are sitting in a bowl on table with red cloth.
../../datasets/FIDStyles/style0/A woman petting a sheep in an enclosure..jpg,A woman petting a sheep in an enclosure.
../../datasets/FIDStyles/style0/A motorcyclist is traveling down a windy highway..jpg,A motorcyclist is traveling down a windy highway.
../../datasets/FIDStyles/style0/a fire hydrant hidden in some bushes.jpg,a fire hydrant hidden in some bushes
../../datasets/FIDStyles/style0/A man in a hat sits down with a plate of cake..jpg,A man in a hat sits down with a plate of cake.
../../datasets/FIDStyles/style0/Three pictures of an airplane flying and the middle picture has a yellow tint..jpg,Three pictures of an airplane flying and the middle picture has a yellow tint.
../../datasets/FIDStyles/style0/A train is moving along the track in the countryside..jpg,A train is moving along the track in the countryside.
../../datasets/FIDStyles/style0/Two people in the water surfing on surf boards.jpg,Two people in the water surfing on surf boards
../../datasets/FIDStyles/style0/a person holding onto a colorful kite in the park.jpg,a person holding onto a colorful kite in the park
../../datasets/FIDStyles/style0/A giraffe and it's child stand in an enclosure in a zoo..jpg,A giraffe and it's child stand in an enclosure in a zoo.
../../datasets/FIDStyles/style0/The tablet is next to the desktop computer on the desk..jpg,The tablet is next to the desktop computer on the desk.
../../datasets/FIDStyles/style0/A couple of bears are playing in the water.jpg,A couple of bears are playing in the water
../../datasets/FIDStyles/style0/A bunch of broccoli that is on a cutting board..jpg,A bunch of broccoli that is on a cutting board.
../../datasets/FIDStyles/style0/A couple of animals that are in the grass..jpg,A couple of animals that are in the grass.
../../datasets/FIDStyles/style0/A smaller animal with horns is looking near a man..jpg,A smaller animal with horns is looking near a man.
../../datasets/FIDStyles/style0/a plate having cooked food and silverware on the side.jpg,a plate having cooked food and silverware on the side
../../datasets/FIDStyles/style0/Three people on racing motor cycles driving down a road..jpg,Three people on racing motor cycles driving down a road.
../../datasets/FIDStyles/style0/this is a table with a vase oin it.jpg,this is a table with a vase oin it
../../datasets/FIDStyles/style0/A black an white image of a man and woman playing frisbee..jpg,A black an white image of a man and woman playing frisbee.
../../datasets/FIDStyles/style0/A man guides a dog to herd sheep..jpg,A man guides a dog to herd sheep.
"../../datasets/FIDStyles/style0/A hot dog with onion, mustard, ketchup and relish..jpg","A hot dog with onion, mustard, ketchup and relish."
../../datasets/FIDStyles/style0/A boy wearing a cap holding a cupcake.jpg,A boy wearing a cap holding a cupcake
../../datasets/FIDStyles/style0/A fire hydrant sits on a corner by a house..jpg,A fire hydrant sits on a corner by a house.
../../datasets/FIDStyles/style0/A bear foraging in the woods for food.jpg,A bear foraging in the woods for food
../../datasets/FIDStyles/style0/A man on a skateboard on a rail.jpg,A man on a skateboard on a rail
"../../datasets/FIDStyles/style0/A woman, man and two dogs in an inflatable raft on some water..jpg","A woman, man and two dogs in an inflatable raft on some water."
../../datasets/FIDStyles/style0/Two passengers planes are show with ANA on their tails..jpg,Two passengers planes are show with ANA on their tails.
"../../datasets/FIDStyles/style0/A meal at a diner, including baked goods and drinks..jpg","A meal at a diner, including baked goods and drinks."
../../datasets/FIDStyles/style0/This is a breakfast of doughnut and coffee..jpg,This is a breakfast of doughnut and coffee.
../../datasets/FIDStyles/style0/Potted plants in a vase sitting on a table.jpg,Potted plants in a vase sitting on a table
../../datasets/FIDStyles/style0/A sail boat traveling over a body of water..jpg,A sail boat traveling over a body of water.
../../datasets/FIDStyles/style0/Animals are in a special area at the zoo..jpg,Animals are in a special area at the zoo.
../../datasets/FIDStyles/style0/A young child walking up to an elephant at a zoo..jpg,A young child walking up to an elephant at a zoo.
../../datasets/FIDStyles/style0/A black and white photo of a group of people with motorcycles..jpg,A black and white photo of a group of people with motorcycles.
../../datasets/FIDStyles/style0/Four people on the beach playing a game..jpg,Four people on the beach playing a game.
../../datasets/FIDStyles/style0/Two men with snowboards that are in the snow..jpg,Two men with snowboards that are in the snow.
../../datasets/FIDStyles/style0/There is a television in a living room on a wall..jpg,There is a television in a living room on a wall.
../../datasets/FIDStyles/style0/There is a young man in a commercial kitchen opening the door of some culinary equipment..jpg,There is a young man in a commercial kitchen opening the door of some culinary equipment.
../../datasets/FIDStyles/style0/a group of peple standing around a soccer ball in the air.jpg,a group of peple standing around a soccer ball in the air
../../datasets/FIDStyles/style0/Several seagulls flying together against a pale blue sky..jpg,Several seagulls flying together against a pale blue sky.
../../datasets/FIDStyles/style0/A small bear is chewing on branches in the tree..jpg,A small bear is chewing on branches in the tree.
../../datasets/FIDStyles/style0/A public bus traveling down a city street..jpg,A public bus traveling down a city street.
../../datasets/FIDStyles/style0/A laptop on a desk with the edges of the photo blurred out..jpg,A laptop on a desk with the edges of the photo blurred out.
../../datasets/FIDStyles/style0/We see a plate of appetizing looking vegetables..jpg,We see a plate of appetizing looking vegetables.
../../datasets/FIDStyles/style0/Cows in a field in front of houses..jpg,Cows in a field in front of houses.
../../datasets/FIDStyles/style0/A couple of people standing in a living room holding controllers..jpg,A couple of people standing in a living room holding controllers.
../../datasets/FIDStyles/style0/A little girl is playing with a basketball.jpg,A little girl is playing with a basketball
../../datasets/FIDStyles/style0/Red yellow and blue train rides along train tracks.jpg,Red yellow and blue train rides along train tracks
../../datasets/FIDStyles/style0/A guy and his dog a doing some tricks with some red frisbee..jpg,A guy and his dog a doing some tricks with some red frisbee.
../../datasets/FIDStyles/style0/a surfer wearing a yellow and blue top is doing a trick.jpg,a surfer wearing a yellow and blue top is doing a trick
../../datasets/FIDStyles/style0/A group of people standing around in a parking lot..jpg,A group of people standing around in a parking lot.
../../datasets/FIDStyles/style0/Two giraffes that are standing up near each other..jpg,Two giraffes that are standing up near each other.
../../datasets/FIDStyles/style0/Some cows are grazing grass in the middle of field..jpg,Some cows are grazing grass in the middle of field.
../../datasets/FIDStyles/style0/A stop sign posted in a very sandy area..jpg,A stop sign posted in a very sandy area.
../../datasets/FIDStyles/style0/Laptop on a table with a web cam on and aimed at a guitar.jpg,Laptop on a table with a web cam on and aimed at a guitar
../../datasets/FIDStyles/style0/two children are playing with a ball in the grass.jpg,two children are playing with a ball in the grass
../../datasets/FIDStyles/style0/A hot dog sitting on a bun next to a hamburger and onion rings..jpg,A hot dog sitting on a bun next to a hamburger and onion rings.
../../datasets/FIDStyles/style0/some eggs are on top of other food.jpg,some eggs are on top of other food
../../datasets/FIDStyles/style0/a cheese pizza with tomatoes ham and other green toppings.jpg,a cheese pizza with tomatoes ham and other green toppings
../../datasets/FIDStyles/style0/A motorcycle cop parks on the street in front of a crowd..jpg,A motorcycle cop parks on the street in front of a crowd.
../../datasets/FIDStyles/style0/a man walks to the ocean while holding a surf board.jpg,a man walks to the ocean while holding a surf board
../../datasets/FIDStyles/style0/A young man listening to music while working on a laptop..jpg,A young man listening to music while working on a laptop.
../../datasets/FIDStyles/style0/There is a bowl of food and a sandwich on a plate.jpg,There is a bowl of food and a sandwich on a plate
../../datasets/FIDStyles/style0/A green fire hydrant sitting next to a man hole..jpg,A green fire hydrant sitting next to a man hole.
../../datasets/FIDStyles/style0/A tennis player has thrown a ball into the air before serving it..jpg,A tennis player has thrown a ball into the air before serving it.
../../datasets/FIDStyles/style0/A kitchen with a fireplace converted into book shelves.jpg,A kitchen with a fireplace converted into book shelves
../../datasets/FIDStyles/style0/A train pulling into a station while on the track..jpg,A train pulling into a station while on the track.
"../../datasets/FIDStyles/style0/This ""No Parking"" sign can't possibly be missed..jpg","This ""No Parking"" sign can't possibly be missed."
../../datasets/FIDStyles/style0/A horse is anxious as people pet him..jpg,A horse is anxious as people pet him.
../../datasets/FIDStyles/style0/Two images show a man reaching out to hit a tennis ball with a racket..jpg,Two images show a man reaching out to hit a tennis ball with a racket.
../../datasets/FIDStyles/style0/A very old train car sitting on an old set of tracks.jpg,A very old train car sitting on an old set of tracks
../../datasets/FIDStyles/style0/People are sitting at a table with several dogs on the floor around the table..jpg,People are sitting at a table with several dogs on the floor around the table.
../../datasets/FIDStyles/style0/A small bathroom with a patterned tile wall..jpg,A small bathroom with a patterned tile wall.
../../datasets/FIDStyles/style0/A male cow walking down a street with shanties.jpg,A male cow walking down a street with shanties
../../datasets/FIDStyles/style0/A young woman in a blue dress standing in front of parked bicycles..jpg,A young woman in a blue dress standing in front of parked bicycles.
../../datasets/FIDStyles/style0/A shot of a mildly lit living room..jpg,A shot of a mildly lit living room.
"../../datasets/FIDStyles/style0/Some men prepare food in a kitchen, while others wait..jpg","Some men prepare food in a kitchen, while others wait."
../../datasets/FIDStyles/style0/A flock of birds sitting on top of a pile of rocks..jpg,A flock of birds sitting on top of a pile of rocks.
../../datasets/FIDStyles/style0/Laptop computer sitting on top of a cutting board..jpg,Laptop computer sitting on top of a cutting board.
../../datasets/FIDStyles/style0/A pair of skis standing up next to some old shutters..jpg,A pair of skis standing up next to some old shutters.
../../datasets/FIDStyles/style0/An oven built into a wall with several baskets and logs and loaves of bread nearby..jpg,An oven built into a wall with several baskets and logs and loaves of bread nearby.
"../../datasets/FIDStyles/style0/Against a background of mostly sky and the suggestion of a field dotted at one end with trees, stands a frowning man with his arms crosses, who is looking away from a large string of multicolored kites floating right beside him..jpg","Against a background of mostly sky and the suggestion of a field dotted at one end with trees, stands a frowning man with his arms crosses, who is looking away from a large string of multicolored kites floating right beside him."
../../datasets/FIDStyles/style0/A man who is outside wearing a snowboard..jpg,A man who is outside wearing a snowboard.
../../datasets/FIDStyles/style0/Some white flowers are sitting in a white vase..jpg,Some white flowers are sitting in a white vase.
../../datasets/FIDStyles/style0/A group of people sitting on top of a sandy beach..jpg,A group of people sitting on top of a sandy beach.
"../../datasets/FIDStyles/style0/A round white plate has broccoli, cheesed rice, and an entree on it..jpg","A round white plate has broccoli, cheesed rice, and an entree on it."
../../datasets/FIDStyles/style0/A lightpost is littered with street signs and directionals..jpg,A lightpost is littered with street signs and directionals.
../../datasets/FIDStyles/style0/Fork and knife on a plate with meat and potatoes.jpg,Fork and knife on a plate with meat and potatoes
../../datasets/FIDStyles/style0/A group of people pose together after a dinner outside..jpg,A group of people pose together after a dinner outside.
../../datasets/FIDStyles/style0/A tennis player hitting a ball back to his opponent at a tennis match.jpg,A tennis player hitting a ball back to his opponent at a tennis match
../../datasets/FIDStyles/style0/A man catching a Frisbee in the air..jpg,A man catching a Frisbee in the air.
../../datasets/FIDStyles/style0/People on skies with a horse and a lead rope..jpg,People on skies with a horse and a lead rope.
../../datasets/FIDStyles/style0/Old time outdoor clock in front of the American flag.jpg,Old time outdoor clock in front of the American flag
../../datasets/FIDStyles/style0/Two female skateboarders are standing on he street corner..jpg,Two female skateboarders are standing on he street corner.
../../datasets/FIDStyles/style0/A rider on a motorcycle racing on track..jpg,A rider on a motorcycle racing on track.
../../datasets/FIDStyles/style0/A white plate topped with pastry covered in chocolate and a cup of ice cream..jpg,A white plate topped with pastry covered in chocolate and a cup of ice cream.
../../datasets/FIDStyles/style0/Four old trunks are piled up with two wicker baskets on top..jpg,Four old trunks are piled up with two wicker baskets on top.
../../datasets/FIDStyles/style0/A man is dressed in black with a white tie..jpg,A man is dressed in black with a white tie.
../../datasets/FIDStyles/style0/A man on a skateboard walking a dog.jpg,A man on a skateboard walking a dog
../../datasets/FIDStyles/style0/A woman looking in the mirror with a TV screen coming out..jpg,A woman looking in the mirror with a TV screen coming out.
../../datasets/FIDStyles/style0/A couple of lamps hanging off the side of a red wall..jpg,A couple of lamps hanging off the side of a red wall.
../../datasets/FIDStyles/style0/a blue and white train is coming down some tracks.jpg,a blue and white train is coming down some tracks
../../datasets/FIDStyles/style0/Several sailboats docked at a pier in a body of water..jpg,Several sailboats docked at a pier in a body of water.
../../datasets/FIDStyles/style0/A batter at a baseball game waiting for the pitch..jpg,A batter at a baseball game waiting for the pitch.
../../datasets/FIDStyles/style0/Two white flowers in tall thin glass vase..jpg,Two white flowers in tall thin glass vase.
../../datasets/FIDStyles/style0/A drawer filled with different compartments and lots of clutter..jpg,A drawer filled with different compartments and lots of clutter.
../../datasets/FIDStyles/style0/A man standing on some rocks with a tube to his mouth..jpg,A man standing on some rocks with a tube to his mouth.
"../../datasets/FIDStyles/style0/A kitchen area with a large pot, dove and a wooden cabinet..jpg","A kitchen area with a large pot, dove and a wooden cabinet."
"../../datasets/FIDStyles/style0/A wooden street sign showing ""Franklin St. and 3rd Ave."".jpg","A wooden street sign showing ""Franklin St. and 3rd Ave."""
../../datasets/FIDStyles/style0/A woman and boy snow ski together down a slope..jpg,A woman and boy snow ski together down a slope.
../../datasets/FIDStyles/style0/A train is on some train tracks in a fairly deserted area..jpg,A train is on some train tracks in a fairly deserted area.
../../datasets/FIDStyles/style0/A pair of yellow handled scissors sits next to some equipment on a shelf..jpg,A pair of yellow handled scissors sits next to some equipment on a shelf.
../../datasets/FIDStyles/style0/A person with an umbrella standing on a rainy street side..jpg,A person with an umbrella standing on a rainy street side.
../../datasets/FIDStyles/style0/A group of children playing with frisbees in a room with a few people sitting in chairs watching them..jpg,A group of children playing with frisbees in a room with a few people sitting in chairs watching them.
../../datasets/FIDStyles/style0/Pack of animals lay down and walk around an open field..jpg,Pack of animals lay down and walk around an open field.
../../datasets/FIDStyles/style0/A couple of horses grazing in a field together..jpg,A couple of horses grazing in a field together.
../../datasets/FIDStyles/style0/a close up of two horses standing near one another.jpg,a close up of two horses standing near one another
../../datasets/FIDStyles/style0/Frames of a surfer hitting a wave and going airborne..jpg,Frames of a surfer hitting a wave and going airborne.
../../datasets/FIDStyles/style0/Three policemen on horses on a city street..jpg,Three policemen on horses on a city street.
../../datasets/FIDStyles/style0/A small bowl holds many apples on the table.jpg,A small bowl holds many apples on the table
../../datasets/FIDStyles/style0/a large yellow tower with a clock in it.jpg,a large yellow tower with a clock in it
../../datasets/FIDStyles/style0/A woman sitting on a bench at a table with a wine glass is on a cell phone..jpg,A woman sitting on a bench at a table with a wine glass is on a cell phone.
../../datasets/FIDStyles/style0/A google eyed cat is sitting behind a computer terminal..jpg,A google eyed cat is sitting behind a computer terminal.
