image,text
../../datasets/OldStyles/style5/Two giraffes walking in a tall dry grass in front of a mountain range.jpg,Two giraffes walking in a tall dry grass in front of a mountain range
../../datasets/OldStyles/style5/A man wearing a hat and a black tie.jpg,A man wearing a hat and a black tie
../../datasets/OldStyles/style5/An up side down photo of a parking lot and a dog following a bicycle rider.jpg,An up side down photo of a parking lot and a dog following a bicycle rider
../../datasets/OldStyles/style5/Two elephants in dirt field next to a wire fence.jpg,Two elephants in dirt field next to a wire fence
../../datasets/OldStyles/style5/Bags of luggage are placed in a cart.jpg,Bags of luggage are placed in a cart
../../datasets/OldStyles/style5/a train on a track near a high way.jpg,a train on a track near a high way
../../datasets/OldStyles/style5/A single zebra grazing in a rocky enclosure.jpg,A single zebra grazing in a rocky enclosure
../../datasets/OldStyles/style5/Two people standing next to a large motorcycle.jpg,Two people standing next to a large motorcycle
../../datasets/OldStyles/style5/The woman's  on the horse giving presentation with flags.jpg,The woman's  on the horse giving presentation with flags
"../../datasets/OldStyles/style5/A large group of people, some with skateboards, up against a wall.jpg","A large group of people, some with skateboards, up against a wall"
../../datasets/OldStyles/style5/A warm cheese pizza sits on an open table.jpg,A warm cheese pizza sits on an open table
../../datasets/OldStyles/style5/there are two lap tops sitting on a large table.jpg,there are two lap tops sitting on a large table
../../datasets/OldStyles/style5/A view from far of a male surfer in the water.jpg,A view from far of a male surfer in the water
../../datasets/OldStyles/style5/A full view of a messy bed with the blanket down on the floor.jpg,A full view of a messy bed with the blanket down on the floor
../../datasets/OldStyles/style5/A group of officers on motorcycles next to a building.jpg,A group of officers on motorcycles next to a building
../../datasets/OldStyles/style5/Lots of sheep out on a field during the day.jpg,Lots of sheep out on a field during the day
../../datasets/OldStyles/style5/This is the moment of impact when the ball hits the bat.jpg,This is the moment of impact when the ball hits the bat
"../../datasets/OldStyles/style5/Coffee, orange juice, toast, and cereal sitting on a table outside.jpg","Coffee, orange juice, toast, and cereal sitting on a table outside"
../../datasets/OldStyles/style5/A couple of cops riding on the back of motorcycles.jpg,A couple of cops riding on the back of motorcycles
../../datasets/OldStyles/style5/an angry birds themed birthday cake on a wooden table.jpg,an angry birds themed birthday cake on a wooden table
../../datasets/OldStyles/style5/Traffic signs and cones directing vehicles on a street.jpg,Traffic signs and cones directing vehicles on a street
../../datasets/OldStyles/style5/A person on skis standing in the snow on a ski slope.jpg,A person on skis standing in the snow on a ski slope
../../datasets/OldStyles/style5/An elegant cathedral on a bright blue day.jpg,An elegant cathedral on a bright blue day
../../datasets/OldStyles/style5/A chocolate birthday cake with lite candles on top of it.jpg,A chocolate birthday cake with lite candles on top of it
../../datasets/OldStyles/style5/A case and couple notebooks on a table.jpg,A case and couple notebooks on a table
"../../datasets/OldStyles/style5/The photo is taken at the bottom of the ski slope, in view of several skiers are coming down  several  ready to board the ski lifts.jpg","The photo is taken at the bottom of the ski slope, in view of several skiers are coming down  several  ready to board the ski lifts"
../../datasets/OldStyles/style5/A boat with a dog sitting on it and two people riding in it.jpg,A boat with a dog sitting on it and two people riding in it
../../datasets/OldStyles/style5/A blender filled with banana slices and fruit.jpg,A blender filled with banana slices and fruit
../../datasets/OldStyles/style5/Side view of a giant Aeroflot Russian Airlines Airplane.jpg,Side view of a giant Aeroflot Russian Airlines Airplane
../../datasets/OldStyles/style5/Young men playing with a frisbee in a park.jpg,Young men playing with a frisbee in a park
../../datasets/OldStyles/style5/A dessert plate that has fruit and cake.jpg,A dessert plate that has fruit and cake
../../datasets/OldStyles/style5/An elephant touches his trunk to a woman's hand.jpg,An elephant touches his trunk to a woman's hand
../../datasets/OldStyles/style5/People getting on a triple decker bus on display.jpg,People getting on a triple decker bus on display
../../datasets/OldStyles/style5/Two Zebras are eating plants in a field.jpg,Two Zebras are eating plants in a field
"../../datasets/OldStyles/style5/A small snack of crackers, carrots, strawberries, and a bowl of Oatmeal.jpg","A small snack of crackers, carrots, strawberries, and a bowl of Oatmeal"
../../datasets/OldStyles/style5/A bunch of speedboats near a harbor with flags from all over the world.jpg,A bunch of speedboats near a harbor with flags from all over the world
"../../datasets/OldStyles/style5/Yellow, orange and pink flowers adorn a balcony railing.jpg","Yellow, orange and pink flowers adorn a balcony railing"
../../datasets/OldStyles/style5/A person placing tomato sauce on a pizza.jpg,A person placing tomato sauce on a pizza
../../datasets/OldStyles/style5/A propeller plan that is sitting on concrete.jpg,A propeller plan that is sitting on concrete
../../datasets/OldStyles/style5/there are many elephants that can be seen in the wild.jpg,there are many elephants that can be seen in the wild
../../datasets/OldStyles/style5/A zebra is walking on the dirt next to a field.jpg,A zebra is walking on the dirt next to a field
../../datasets/OldStyles/style5/a man in a suit and tie walking down a busy sidewalk.jpg,a man in a suit and tie walking down a busy sidewalk
../../datasets/OldStyles/style5/A person is trying to fly a kite in a large grassy field.jpg,A person is trying to fly a kite in a large grassy field
../../datasets/OldStyles/style5/A bicycle that is being slowly covered over by some vines.jpg,A bicycle that is being slowly covered over by some vines
../../datasets/OldStyles/style5/Giraffes in an enclosure near a stone wall.jpg,Giraffes in an enclosure near a stone wall
../../datasets/OldStyles/style5/Looking down a dirt road past the horse pulling a wagon.jpg,Looking down a dirt road past the horse pulling a wagon
../../datasets/OldStyles/style5/Beautiful antique black vases on a stone balcony filled with pink flowers and a statue in the distance.jpg,Beautiful antique black vases on a stone balcony filled with pink flowers and a statue in the distance
../../datasets/OldStyles/style5/A cay laying on a mans lap near a game controller.jpg,A cay laying on a mans lap near a game controller
../../datasets/OldStyles/style5/white polar bear walking on the the white snowy ground.jpg,white polar bear walking on the the white snowy ground
../../datasets/OldStyles/style5/a group of people huddled together in a street holding umbrellas.jpg,a group of people huddled together in a street holding umbrellas
../../datasets/OldStyles/style5/a close up of a plate of pizza on a table.jpg,a close up of a plate of pizza on a table
../../datasets/OldStyles/style5/giraffes standing in the shade by a building.jpg,giraffes standing in the shade by a building
../../datasets/OldStyles/style5/a girl riding a bike wth a dog chasing her.jpg,a girl riding a bike wth a dog chasing her
../../datasets/OldStyles/style5/A young man and woman playing a WII game in their living room.jpg,A young man and woman playing a WII game in their living room
../../datasets/OldStyles/style5/a bear is walking down a grass path.jpg,a bear is walking down a grass path
../../datasets/OldStyles/style5/Lion on the side of the road eating a zebra.jpg,Lion on the side of the road eating a zebra
../../datasets/OldStyles/style5/man on cross country skis taking a break.jpg,man on cross country skis taking a break
../../datasets/OldStyles/style5/A small child in a blue shirt carrying a bag of apples.jpg,A small child in a blue shirt carrying a bag of apples
../../datasets/OldStyles/style5/A man gives two elephants water from a hose.jpg,A man gives two elephants water from a hose
../../datasets/OldStyles/style5/A man that is on ski's in the snow.jpg,A man that is on ski's in the snow
../../datasets/OldStyles/style5/A young lady crossing the road with her dog on a leash.jpg,A young lady crossing the road with her dog on a leash
../../datasets/OldStyles/style5/People standing and watching a skateboard race outside.jpg,People standing and watching a skateboard race outside
../../datasets/OldStyles/style5/Several wine glasses have just a little bit of wine in each of them.jpg,Several wine glasses have just a little bit of wine in each of them
../../datasets/OldStyles/style5/a boy doing a skateboard trick on the edge of a half pipe.jpg,a boy doing a skateboard trick on the edge of a half pipe
../../datasets/OldStyles/style5/A man sits on a snowboard while other people observe an event.jpg,A man sits on a snowboard while other people observe an event
../../datasets/OldStyles/style5/Two people with surf boards are walking near the ocean.jpg,Two people with surf boards are walking near the ocean
../../datasets/OldStyles/style5/A big gold clock with forks and spoons.jpg,A big gold clock with forks and spoons
../../datasets/OldStyles/style5/A white bird in water next to rocks.jpg,A white bird in water next to rocks
../../datasets/OldStyles/style5/Two old fashioned steam railroad trains are on the tracks.jpg,Two old fashioned steam railroad trains are on the tracks
../../datasets/OldStyles/style5/A young boy bits into some food purchased from a food cart outside.jpg,A young boy bits into some food purchased from a food cart outside
../../datasets/OldStyles/style5/A black and white photo of a children's luggage case.jpg,A black and white photo of a children's luggage case
../../datasets/OldStyles/style5/A train traveling down train tracks near a forest.jpg,A train traveling down train tracks near a forest
../../datasets/OldStyles/style5/Weary travelers get off a bus and collect their luggage from a table.jpg,Weary travelers get off a bus and collect their luggage from a table
../../datasets/OldStyles/style5/Two giraffes feed from a pole with an urban skyline in the background.jpg,Two giraffes feed from a pole with an urban skyline in the background
../../datasets/OldStyles/style5/A skier dressed in blue traveling down a snowy slope.jpg,A skier dressed in blue traveling down a snowy slope
../../datasets/OldStyles/style5/A train on the tracks parked in a train station.jpg,A train on the tracks parked in a train station
../../datasets/OldStyles/style5/a boat sitting next to a quiet pier.jpg,a boat sitting next to a quiet pier
../../datasets/OldStyles/style5/A cat sitting on a tiled floor next to a wooden desk.jpg,A cat sitting on a tiled floor next to a wooden desk
"../../datasets/OldStyles/style5/Several dishes, bowls and silverware are on top of polka dotted place mats.jpg","Several dishes, bowls and silverware are on top of polka dotted place mats"
../../datasets/OldStyles/style5/A long yellow bus is going by a large building.jpg,A long yellow bus is going by a large building
"../../datasets/OldStyles/style5/A group of elephants walking down the road, holding tails.jpg","A group of elephants walking down the road, holding tails"
../../datasets/OldStyles/style5/A cat is laying on the top of a refrigerator in a kitchen.jpg,A cat is laying on the top of a refrigerator in a kitchen
../../datasets/OldStyles/style5/A MAN IS ON THE SNOW BOARD IN THE SNOW.jpg,A MAN IS ON THE SNOW BOARD IN THE SNOW
../../datasets/OldStyles/style5/A person sitting on the back of a horse that is standing on its hind legs.jpg,A person sitting on the back of a horse that is standing on its hind legs
../../datasets/OldStyles/style5/Two children wearing helmets are skiing through the snow.jpg,Two children wearing helmets are skiing through the snow
../../datasets/OldStyles/style5/Five brown ducks standing around in the brush.jpg,Five brown ducks standing around in the brush
../../datasets/OldStyles/style5/An orange motorcylce parked next to other motor scooters and cycles.jpg,An orange motorcylce parked next to other motor scooters and cycles
../../datasets/OldStyles/style5/A baseball player sliding into a base as the baseman tries to catch the ball.jpg,A baseball player sliding into a base as the baseman tries to catch the ball
../../datasets/OldStyles/style5/A baseball player takes a swing at a low ball.jpg,A baseball player takes a swing at a low ball
../../datasets/OldStyles/style5/Two bulls are resting on the sand next to a boat.jpg,Two bulls are resting on the sand next to a boat
../../datasets/OldStyles/style5/A  car parked behind a wooden bench.jpg,A  car parked behind a wooden bench
../../datasets/OldStyles/style5/Two black birds resting on a wooden bench.jpg,Two black birds resting on a wooden bench
../../datasets/OldStyles/style5/People in a park trying to fly a large purple kite that looks like a fish.jpg,People in a park trying to fly a large purple kite that looks like a fish
../../datasets/OldStyles/style5/the giraffes are all standing next to a tree and eating.jpg,the giraffes are all standing next to a tree and eating
../../datasets/OldStyles/style5/A small child wearing skis on the snow.jpg,A small child wearing skis on the snow
../../datasets/OldStyles/style5/The bagels are made into tasty sandwiches at the bakery.jpg,The bagels are made into tasty sandwiches at the bakery
../../datasets/OldStyles/style5/A set of three trains traveling down train tracks.jpg,A set of three trains traveling down train tracks
../../datasets/OldStyles/style5/A red stop sign sitting next to a hazard sign.jpg,A red stop sign sitting next to a hazard sign
../../datasets/OldStyles/style5/A small group of skateboarders relaxing during a break from practice.jpg,A small group of skateboarders relaxing during a break from practice
../../datasets/OldStyles/style5/A cat with a tooth brush in it's mouth.jpg,A cat with a tooth brush in it's mouth
../../datasets/OldStyles/style5/A small dog in the back compartment of a backpack.jpg,A small dog in the back compartment of a backpack
../../datasets/OldStyles/style5/A white plate with some doughnuts on it.jpg,A white plate with some doughnuts on it
../../datasets/OldStyles/style5/two zebras standing around a metal pole.jpg,two zebras standing around a metal pole
../../datasets/OldStyles/style5/Many people in a huge field flying kites near some water.jpg,Many people in a huge field flying kites near some water
../../datasets/OldStyles/style5/there is a plane flying very high in the sky.jpg,there is a plane flying very high in the sky
../../datasets/OldStyles/style5/A double-decker bus on a street in a large city.jpg,A double-decker bus on a street in a large city
../../datasets/OldStyles/style5/a black bear sitting by some grass.jpg,a black bear sitting by some grass
../../datasets/OldStyles/style5/Group of people holding a demonstration in front of a crowd.jpg,Group of people holding a demonstration in front of a crowd
../../datasets/OldStyles/style5/Cut up carrots fry in a large skillet.jpg,Cut up carrots fry in a large skillet
../../datasets/OldStyles/style5/A table an bench on the beach near the water.jpg,A table an bench on the beach near the water
../../datasets/OldStyles/style5/A fancy bathroom has a bathtub that's yellow and brown.jpg,A fancy bathroom has a bathtub that's yellow and brown
../../datasets/OldStyles/style5/Two people are playing a remote controlled video game.jpg,Two people are playing a remote controlled video game
../../datasets/OldStyles/style5/A close shot of a stop sign in a suburban area.jpg,A close shot of a stop sign in a suburban area
../../datasets/OldStyles/style5/A lady messes with a plate of food in an oven.jpg,A lady messes with a plate of food in an oven
../../datasets/OldStyles/style5/A green street lamp next to a brick building.jpg,A green street lamp next to a brick building
../../datasets/OldStyles/style5/A small brown dog sticking it's head out of a car window.jpg,A small brown dog sticking it's head out of a car window
../../datasets/OldStyles/style5/a living room with a low ceiling and it has a couple of couches.jpg,a living room with a low ceiling and it has a couple of couches
../../datasets/OldStyles/style5/a dog wrapped in a blanket while sleeping on a  bed.jpg,a dog wrapped in a blanket while sleeping on a  bed
../../datasets/OldStyles/style5/A man smiles as he stands next to an open toilet.jpg,A man smiles as he stands next to an open toilet
../../datasets/OldStyles/style5/A WOMAN IS STANDGN ON THE SNOW ON A BOARD.jpg,A WOMAN IS STANDGN ON THE SNOW ON A BOARD
../../datasets/OldStyles/style5/Two boys are skateboarding on the concrete near the ocean.jpg,Two boys are skateboarding on the concrete near the ocean
../../datasets/OldStyles/style5/a number of figurines on a box on a wall.jpg,a number of figurines on a box on a wall
../../datasets/OldStyles/style5/Cows in a field in front of houses.jpg,Cows in a field in front of houses
../../datasets/OldStyles/style5/Person holding up a cellphone and a small piece of paper.jpg,Person holding up a cellphone and a small piece of paper
../../datasets/OldStyles/style5/A snowboarder is doing stunts in the snow.jpg,A snowboarder is doing stunts in the snow
../../datasets/OldStyles/style5/Two women playing wii tennis in front of a television.jpg,Two women playing wii tennis in front of a television
../../datasets/OldStyles/style5/A woman standing next to limes for sale.jpg,A woman standing next to limes for sale
../../datasets/OldStyles/style5/A man is riding a motorcycle in a santa suit.jpg,A man is riding a motorcycle in a santa suit
../../datasets/OldStyles/style5/a giraffe sticks its head through a fence eating a carrot.jpg,a giraffe sticks its head through a fence eating a carrot
../../datasets/OldStyles/style5/A baby sitting on the floor using a toothbrush.jpg,A baby sitting on the floor using a toothbrush
../../datasets/OldStyles/style5/a person carrying a surfboard out to the water of a beach.jpg,a person carrying a surfboard out to the water of a beach
../../datasets/OldStyles/style5/A snowboarder practicing on a warm weather slope.jpg,A snowboarder practicing on a warm weather slope
../../datasets/OldStyles/style5/Two young boys compete at soccer while an adult watches.jpg,Two young boys compete at soccer while an adult watches
../../datasets/OldStyles/style5/A man in a blue jacket lighting a cigarette.jpg,A man in a blue jacket lighting a cigarette
"../../datasets/OldStyles/style5/Seen from below, a polar bear standing in a glass bottom pool.jpg","Seen from below, a polar bear standing in a glass bottom pool"
../../datasets/OldStyles/style5/A stop sign with graffiti on the bottom of it.jpg,A stop sign with graffiti on the bottom of it
../../datasets/OldStyles/style5/Man and woman shopping in a produce market.jpg,Man and woman shopping in a produce market
../../datasets/OldStyles/style5/A boy on a scooter has a skate park all to himself.jpg,A boy on a scooter has a skate park all to himself
../../datasets/OldStyles/style5/A cat sitting in a suitcase with clothes in it.jpg,A cat sitting in a suitcase with clothes in it
../../datasets/OldStyles/style5/A toy carrot and another figurine on a cake.jpg,A toy carrot and another figurine on a cake
../../datasets/OldStyles/style5/white airplane with the wording AirFrance on runway.jpg,white airplane with the wording AirFrance on runway
../../datasets/OldStyles/style5/A woman cutting into a pizza with silverware and a smile on her face.jpg,A woman cutting into a pizza with silverware and a smile on her face
../../datasets/OldStyles/style5/A dead deer is laying on the road.jpg,A dead deer is laying on the road
../../datasets/OldStyles/style5/A man standing on a train holding a cell phone.jpg,A man standing on a train holding a cell phone
../../datasets/OldStyles/style5/A row of parked buses sitting in a  parking lot.jpg,A row of parked buses sitting in a  parking lot
../../datasets/OldStyles/style5/People walking and playing along an ocean shoreline.jpg,People walking and playing along an ocean shoreline
../../datasets/OldStyles/style5/a herd of horses on the side of a hill.jpg,a herd of horses on the side of a hill
../../datasets/OldStyles/style5/Zebras and antelopes in a field of dried grass.jpg,Zebras and antelopes in a field of dried grass
../../datasets/OldStyles/style5/A passenger train that is pulling into a station.jpg,A passenger train that is pulling into a station
../../datasets/OldStyles/style5/A man standing on the side of a snow covered mountain on skis.jpg,A man standing on the side of a snow covered mountain on skis
../../datasets/OldStyles/style5/A black cat laying on a couch with a colorful toy.jpg,A black cat laying on a couch with a colorful toy
../../datasets/OldStyles/style5/A guy walks a dog near some buses.jpg,A guy walks a dog near some buses
../../datasets/OldStyles/style5/Several people sitting at a table that has a pizza on it.jpg,Several people sitting at a table that has a pizza on it
../../datasets/OldStyles/style5/A ski lift with people in front on skis and walking in the snow.jpg,A ski lift with people in front on skis and walking in the snow
../../datasets/OldStyles/style5/Three giraffes roaming around the ground trying to eat leaves.jpg,Three giraffes roaming around the ground trying to eat leaves
"../../datasets/OldStyles/style5/a display of giraffes, zebras and elephants in a building.jpg","a display of giraffes, zebras and elephants in a building"
../../datasets/OldStyles/style5/A very tall brick clock tower stating time of 5,A very tall brick clock tower stating time of 5
../../datasets/OldStyles/style5/A skier walking in the snow on their skis.jpg,A skier walking in the snow on their skis
../../datasets/OldStyles/style5/A couple of brown cows standing in the middle of a field.jpg,A couple of brown cows standing in the middle of a field
../../datasets/OldStyles/style5/The dog is standing between the seats of a car.jpg,The dog is standing between the seats of a car
../../datasets/OldStyles/style5/There are many street and traffic signs in the busy city.jpg,There are many street and traffic signs in the busy city
../../datasets/OldStyles/style5/an elephant walking by the edge of it's territory in the park.jpg,an elephant walking by the edge of it's territory in the park
../../datasets/OldStyles/style5/Two people standing in a hallway of their home looking at a floor fan.jpg,Two people standing in a hallway of their home looking at a floor fan
../../datasets/OldStyles/style5/The view of a knife slicing in to an apple.jpg,The view of a knife slicing in to an apple
../../datasets/OldStyles/style5/A person jumping to hit a tennis ball on a tennis court.jpg,A person jumping to hit a tennis ball on a tennis court
../../datasets/OldStyles/style5/two giraffes standing under a tree and eating the leaves.jpg,two giraffes standing under a tree and eating the leaves
../../datasets/OldStyles/style5/Bottle water next to computer on table in backyard of residence.jpg,Bottle water next to computer on table in backyard of residence
../../datasets/OldStyles/style5/Small work space with desk and large monitor in non office setting.jpg,Small work space with desk and large monitor in non office setting
../../datasets/OldStyles/style5/A man on using his laptop alone on a chair against the wall in a room.jpg,A man on using his laptop alone on a chair against the wall in a room
../../datasets/OldStyles/style5/A person on a skate board in the air near a ramp.jpg,A person on a skate board in the air near a ramp
../../datasets/OldStyles/style5/Baby elephant is snuggling near his mother.jpg,Baby elephant is snuggling near his mother
../../datasets/OldStyles/style5/A large vase fountain surrounded by purple flowers.jpg,A large vase fountain surrounded by purple flowers
../../datasets/OldStyles/style5/The man with a bike is watching large colorful kites.jpg,The man with a bike is watching large colorful kites
../../datasets/OldStyles/style5/a magnetic knife holder on the wall above a kitchen counter.jpg,a magnetic knife holder on the wall above a kitchen counter
../../datasets/OldStyles/style5/Two people are walking towards the ocean with surf boards.jpg,Two people are walking towards the ocean with surf boards
../../datasets/OldStyles/style5/A trio of children take bites from hot dogs at an outdoor event.jpg,A trio of children take bites from hot dogs at an outdoor event
../../datasets/OldStyles/style5/A group of adult and baby elephants in an enclosure.jpg,A group of adult and baby elephants in an enclosure
../../datasets/OldStyles/style5/A laptop computer on a metal stand at the edge of a park.jpg,A laptop computer on a metal stand at the edge of a park
../../datasets/OldStyles/style5/a double Decker bus that is parked by a building.jpg,a double Decker bus that is parked by a building
../../datasets/OldStyles/style5/A shirtless man lays on a bed and smiles.jpg,A shirtless man lays on a bed and smiles
../../datasets/OldStyles/style5/a couple of women are sitting around a white table.jpg,a couple of women are sitting around a white table
../../datasets/OldStyles/style5/Three men standing on wet ground flying a kite.jpg,Three men standing on wet ground flying a kite
../../datasets/OldStyles/style5/A slice of caked covered in vanilla frosting on a table.jpg,A slice of caked covered in vanilla frosting on a table
../../datasets/OldStyles/style5/A photo of someone's bedroom with a large collection of books.jpg,A photo of someone's bedroom with a large collection of books
../../datasets/OldStyles/style5/A person that is looking at the camera.jpg,A person that is looking at the camera
../../datasets/OldStyles/style5/A cat laying across a red velvet chair.jpg,A cat laying across a red velvet chair
../../datasets/OldStyles/style5/A view of a couple of pizzas with water on the table.jpg,A view of a couple of pizzas with water on the table
../../datasets/OldStyles/style5/A plate of pizza is sitting on the table in the restaurant.jpg,A plate of pizza is sitting on the table in the restaurant
../../datasets/OldStyles/style5/There is a closed garage door under a sign.jpg,There is a closed garage door under a sign
../../datasets/OldStyles/style5/Red-tail Hawk perched atop a speed limit sign.jpg,Red-tail Hawk perched atop a speed limit sign
../../datasets/OldStyles/style5/a banana and another piece of fruit on a table.jpg,a banana and another piece of fruit on a table
../../datasets/OldStyles/style5/Two zebras eating grasses in their natural habitat.jpg,Two zebras eating grasses in their natural habitat
../../datasets/OldStyles/style5/a dog sleeping on the sidewalk whiile people walk by.jpg,a dog sleeping on the sidewalk whiile people walk by
../../datasets/OldStyles/style5/A man driving a train down a train track outside.jpg,A man driving a train down a train track outside
../../datasets/OldStyles/style5/A man looking at the selections in a wine store.jpg,A man looking at the selections in a wine store
../../datasets/OldStyles/style5/An elephant standing next to a stone wall.jpg,An elephant standing next to a stone wall
../../datasets/OldStyles/style5/A white and blue biplane flying over trees in hazy sky.jpg,A white and blue biplane flying over trees in hazy sky
../../datasets/OldStyles/style5/A man is trying to hit a tennis ball with a racket.jpg,A man is trying to hit a tennis ball with a racket
../../datasets/OldStyles/style5/A horse and dog licking each other in front of a woman.jpg,A horse and dog licking each other in front of a woman
../../datasets/OldStyles/style5/Blue and white bathroom with toilet and bathtub.jpg,Blue and white bathroom with toilet and bathtub
../../datasets/OldStyles/style5/A cat with a irritated look sitting on a bed.jpg,A cat with a irritated look sitting on a bed
../../datasets/OldStyles/style5/People are riding in a boat down a canal between buildings.jpg,People are riding in a boat down a canal between buildings
../../datasets/OldStyles/style5/The red meat entree is topped off with a cherry.jpg,The red meat entree is topped off with a cherry
../../datasets/OldStyles/style5/a bathroom with a tub and sink and a large mirror.jpg,a bathroom with a tub and sink and a large mirror
../../datasets/OldStyles/style5/Young gray elephant walking through water spraying water from trunk.jpg,Young gray elephant walking through water spraying water from trunk
../../datasets/OldStyles/style5/A large knife and some sliced carrots on a cutting board.jpg,A large knife and some sliced carrots on a cutting board
../../datasets/OldStyles/style5/A guy snow boarding on a beautiful day.jpg,A guy snow boarding on a beautiful day
"../../datasets/OldStyles/style5/Arrangement of wholesome meal, with utensils on side.jpg","Arrangement of wholesome meal, with utensils on side"
"../../datasets/OldStyles/style5/A living room with photos, bags and a laptop on the floor.jpg","A living room with photos, bags and a laptop on the floor"
../../datasets/OldStyles/style5/Many people rowing a boat and surfing side by side.jpg,Many people rowing a boat and surfing side by side
../../datasets/OldStyles/style5/Two bicycles are next to the wall with a cat.jpg,Two bicycles are next to the wall with a cat
../../datasets/OldStyles/style5/A horse pulled carriage on a open street.jpg,A horse pulled carriage on a open street
../../datasets/OldStyles/style5/a owl that is sitting in a cage on a branch.jpg,a owl that is sitting in a cage on a branch
../../datasets/OldStyles/style5/A stainless steel refrigerator that has its door open.jpg,A stainless steel refrigerator that has its door open
../../datasets/OldStyles/style5/A man flying through the air while riding a snowboard.jpg,A man flying through the air while riding a snowboard
../../datasets/OldStyles/style5/A Range Rover vehicle being loaded from a helicopter behind it.jpg,A Range Rover vehicle being loaded from a helicopter behind it
../../datasets/OldStyles/style5/A happy skier holds out her arms at the top of a snowy mountain.jpg,A happy skier holds out her arms at the top of a snowy mountain
../../datasets/OldStyles/style5/a person sitting on a floor with a laptop.jpg,a person sitting on a floor with a laptop
"../../datasets/OldStyles/style5/An open living room, with a large screen tv.jpg","An open living room, with a large screen tv"
../../datasets/OldStyles/style5/a plate with a picture of a cat on it.jpg,a plate with a picture of a cat on it
../../datasets/OldStyles/style5/A woman is holding something for a dog to bite at.jpg,A woman is holding something for a dog to bite at
../../datasets/OldStyles/style5/A man smoking holding a sports item in his hand.jpg,A man smoking holding a sports item in his hand
../../datasets/OldStyles/style5/Here's a cute souvenir from the urban experience.jpg,Here's a cute souvenir from the urban experience
../../datasets/OldStyles/style5/A bunch of cars that are sitting together in the street.jpg,A bunch of cars that are sitting together in the street
../../datasets/OldStyles/style5/A cow is walking through the streets by vendors.jpg,A cow is walking through the streets by vendors
../../datasets/OldStyles/style5/A vehicle making a tight turn in an intersection.jpg,A vehicle making a tight turn in an intersection
../../datasets/OldStyles/style5/Statues of animals are spread across a room.jpg,Statues of animals are spread across a room
../../datasets/OldStyles/style5/A zebra walking beside a tree line in the grass.jpg,A zebra walking beside a tree line in the grass
../../datasets/OldStyles/style5/A sign shows the price of many bananas on display.jpg,A sign shows the price of many bananas on display
../../datasets/OldStyles/style5/A couple of signs and some cars on a street.jpg,A couple of signs and some cars on a street
../../datasets/OldStyles/style5/There is a man and a woman standing under an umbrella.jpg,There is a man and a woman standing under an umbrella
../../datasets/OldStyles/style5/A woman and boy riding a paddle board in a waterway.jpg,A woman and boy riding a paddle board in a waterway
../../datasets/OldStyles/style5/A large passenger jet on top of an airport runway.jpg,A large passenger jet on top of an airport runway
../../datasets/OldStyles/style5/A baby elephant is snuggling near his mother.jpg,A baby elephant is snuggling near his mother
../../datasets/OldStyles/style5/A boat that is sitting in the water near a wall.jpg,A boat that is sitting in the water near a wall
../../datasets/OldStyles/style5/two people dressed in a dress and suit and tie posing for a photo.jpg,two people dressed in a dress and suit and tie posing for a photo
../../datasets/OldStyles/style5/A jet flying with a spacecraft on top followed by another jet.jpg,A jet flying with a spacecraft on top followed by another jet
../../datasets/OldStyles/style5/Two beds sitting inside of a hotel room next to a lamp.jpg,Two beds sitting inside of a hotel room next to a lamp
../../datasets/OldStyles/style5/A kid with a tie standing next to a speaker.jpg,A kid with a tie standing next to a speaker
../../datasets/OldStyles/style5/A sandwich cut in half on a plate with a pickle.jpg,A sandwich cut in half on a plate with a pickle
../../datasets/OldStyles/style5/Someone's shoe stuck to a stop sign in the city.jpg,Someone's shoe stuck to a stop sign in the city
../../datasets/OldStyles/style5/Two giraffes standing on grass near a rock pile.jpg,Two giraffes standing on grass near a rock pile
../../datasets/OldStyles/style5/A clock is installed on the side of an ornate building.jpg,A clock is installed on the side of an ornate building
../../datasets/OldStyles/style5/a house in a field and a table with plates of food on it.jpg,a house in a field and a table with plates of food on it
../../datasets/OldStyles/style5/A ball player is preparing to take a swing.jpg,A ball player is preparing to take a swing
../../datasets/OldStyles/style5/Several people standing around a table full of beer bottles.jpg,Several people standing around a table full of beer bottles
../../datasets/OldStyles/style5/A black and white photo of a poster or book cover.jpg,A black and white photo of a poster or book cover
../../datasets/OldStyles/style5/A red fire hydrant is next to a post with a small picture of a hydrant atop it.jpg,A red fire hydrant is next to a post with a small picture of a hydrant atop it
../../datasets/OldStyles/style5/Six people are paddle boarding in the ocean.jpg,Six people are paddle boarding in the ocean
../../datasets/OldStyles/style5/a plate of food is on a counter top.jpg,a plate of food is on a counter top
../../datasets/OldStyles/style5/Workers and customers standing inside of a fruit and produce market.jpg,Workers and customers standing inside of a fruit and produce market
../../datasets/OldStyles/style5/A young man holds his cell phone while lying on the grass.jpg,A young man holds his cell phone while lying on the grass
../../datasets/OldStyles/style5/There women sitting on a couch playing a game with Nintendo Wii controllers.jpg,There women sitting on a couch playing a game with Nintendo Wii controllers
../../datasets/OldStyles/style5/A pitcher is winding up to pitch a baseball.jpg,A pitcher is winding up to pitch a baseball
../../datasets/OldStyles/style5/a glass a rope and a pair of scissors.jpg,a glass a rope and a pair of scissors
../../datasets/OldStyles/style5/An orange motorcycle that is parked in the street.jpg,An orange motorcycle that is parked in the street
